# ET,Lab,Satellite,Customer ID,ET Date,ET Location (recipient farm),Recipient ID,Recipient ID.1,Cow/Heifer,Heat,CL Side,CL measure (mm),Protocol,Fresh or Frozen,# Cane if Frozen,Freezing date,ET Tech,ET assistant,BCScore,Embryo Stage 4-8,Embryo Grade,Heat.1,Heat day,1st PC date,1st PC Result,2nd PC date,2nd PC Result,Fetal Sexing,OPU Date,Donor,Donor Breed,Donor BW EPD,SIRE Name,SIRE BW EPD,Semen type,SIRE Breed,CLIENT ,DIP,DIP.1
371.25,DZF,DZF,DZF,2024-03-01,DZF,270,Local crossbred,Cow,.,.,21.5,CIDR+E2+PGF+ECG,Frozen,DZF-1053-1,2025-01-06,Hamid,Javeria,3.45,"6,6",1.0,Yes,6.35,2024-06-06,Pregnant,2024-05-16,50,14,2024-12-11,N,Cross Breed,-0.4,BRC Dutton 376/8,1.4,Pre-Sorted for Female,Holstein Friesian,Dawood,-115.33,270.28
248.71,DZF,DZF,Model Cattle (Karachi),2024-09-12,DZF,369,Local crossbred,Cow,Yes,left,15.45,CIDR+GnRH+PGF+GnRH,Frozen,DZF-1045-1,2024-06-13,Yaseen,Javeria,3.62,4,1.0,Yes,6.09,2024-09-19,Pregnant,2024-01-13,17,17,2024-11-28,18/2,Nukra,.,Reconquista 413 Eterno GC Bartolome,-0.89,Sexed Female,Grey Brahman,Dawood,-79.14,107.88
320.73,DZF,DZF,DZF,2025-03-31,Maidan Cattle (Karachi),DZ 13,Local crossbred,Cow,.,right,22,CIDR+Estradiol+PGF+GnRH,Fresh,DZF-1018-1,2024-02-14,Hamid,Javeria,3.62,"6,7",1.0,Yes,6.26,2025-01-23,Open,2024-01-25,13,56,2024-11-07,D2,Beef Master,1.6,SM007,.,Pre-Sorted for Female,Cross Breed,Dawood,-107.83,162.41
487.63,DZF,DZF,Maidan Cattle (Karachi),2024-03-11,Maidan Cattle (Karachi),163,Local crossbred,Cow,.,Right,17.2,CIDR+Estradiol+PGF+GnRH,Frozen,DZF-1060-1,2024-06-11,Ruben,Hamid,2.95,"7,7",1.0,Yes,6.55,2024-11-16,Pregnant,2025-04-09,98,4,2025-05-11,23035,Braford,2.3,Modesto 209,2.7,Pre-Sorted for Female,Holstein Friesian,Dawood,-97.44,69.01
13.94,DZF,DZF,Maidan Cattle (Karachi),2025-04-02,Model Cattle (Karachi),126,Local crossbred,Cow,.,.,15.75,CIDR+Estradiol+PGF+GnRH,Fresh,DZF-1053-1,2024-05-28,Hamid,Hamid,2.86,"6,7",1.0,Yes,6.8,2024-02-18,Open,2024-07-08,3,56,2024-03-09,04-08,Beef crossbred,2.9,MR V8 160/8,2,Pre-Sorted for Female,Beef Crossbred,Dawood,-96.9,191.87
304.11,DZF,DZF,Model Cattle (Karachi),2024-01-24,Model Cattle (Karachi),97,Local crossbred,Cow,Yes,.,20,CIDR+GnRH+PGF+GnRH,Fresh,DZF-1018-1,2025-02-13,Yaseen,Umer,3.29,"6,6",1.0,Yes,6.41,2024-04-16,Open,2024-09-24,12,36,2024-11-28,SM006 Nukra,Angus,2.1,6.966666667,3.7,Conventional,Cross Breed,Dawood,-175.18,142.14
70.0,DZF,DZF,Model Cattle (Karachi),2024-12-24,Maidan Cattle (Karachi),32057,Local crossbred,Cow,.,right,8,CIDR+GnRH+PGF+GnRH,Fresh,DZF-1016-6,2024-02-28,Yaseen,Javeria,2.82,7,1.0,Yes,6.46,2024-02-23,Recheck,2025-04-17,54,27,2025-05-12,602,Red Brahman,-6.1,MR. CLAYTON SLUGGER,1.7,Sexed Female,Red Brahman,Dawood,-145.65,194.23
483.44,DZF,DZF,Maidan Cattle (Karachi),2024-05-29,DZF,369,Local crossbred,Cow,Yes,Left,20.5,CIDR+Estradiol+PGF+GnRH,Frozen,DZF-1010-1,2025-02-23,Masroor,Umer,3.6,7,1.0,Yes,6.55,2024-06-11,Open,2024-07-07,5,8,2024-10-07,D2,Red Brahman,.,JDH Janos Manso 709,6.2,Pre-Sorted for Female,Angus,Dawood,-177.79,108.1
432.81,DZF,DZF,Maidan Cattle (Karachi),2025-04-04,Model Cattle (Karachi),290,Local crossbred,Cow,Yes,left,15.8,Natural heat,Frozen,DZF-1053-1,2024-05-24,Yaseen,Javeria,2.87,"6,8",1.0,Yes,6.52,2024-08-14,Recheck,2025-04-21,3,59,2024-01-12,402,Angus,1.6,JDH Janos Manso 709,-0.89,Pre-Sorted for Female,Grey Brahman,Dawood,-162.53,65.19
423.27,DZF,DZF,Model Cattle (Karachi),2025-02-11,DZF,291,Local crossbred,Cow,Yes,Left,12.4,CIDR+E2+ECG+PGF+GnRH,Frozen,DZF-1018-1,2024-07-10,Yaseen,Hamid,2.95,8,1.0,Yes,6.84,2024-03-08,Recheck,2024-08-04,46,4,2024-05-13,3/4,Angus,-7.6,Modesto 209,2,Conventional,Angus,Dawood,-152.17,117.92
111.31,DZF,DZF,Model Cattle (Karachi),2024-05-13,DZF,195,Local crossbred,Cow,.,Right,17.5,CIDR+GnRH+PGF+GnRH,Fresh,.,2024-10-27,Masroor,Hamid,3.64,"7,8",1.0,Yes,6.77,2024-07-06,Recheck,2024-07-24,17,68,2024-01-02,820/4,Cross Breed,1.4,Reconquista 413 Eterno GC Bartolome,.,Pre-Sorted for Female,Red Brahman,Dawood,-118.09,206.58
362.3,DZF,DZF,Model Cattle (Karachi),2024-12-10,DZF,266,Local crossbred,Cow,.,Right,9,CIDR+Estradiol+PGF+GnRH,Frozen,DZF-1010-1,2024-12-21,Yaseen,Hamid,3.38,"7,7",1.0,Yes,6.94,2024-05-02,Pregnant,2024-01-24,45,84,2025-04-12,984,Beef crossbred,2.3,MR V8 160/8,3.7,Conventional,Red Brahman,Dawood,-209.57,262.51
1.25,DZF,DZF,Maidan Cattle (Karachi),2024-06-20,DZF,196,Local crossbred,Cow,.,right,21.5,Natural heat,Fresh,DZF-1053-1,2024-09-26,Fakhar,Hamid,2.87,5,1.0,Yes,6.41,2024-12-16,Pregnant,2024-06-05,69,85,2024-09-25,04-08,Beef crossbred,2.2,Genosource Captain-ET,2.7,Conventional,Angus,Dawood,-90.3,225.29
346.66,DZF,DZF,Maidan Cattle (Karachi),2025-02-07,DZF,32062,Local crossbred,Cow,Yes,Left,14.4,Natural heat,Frozen,.,2024-12-21,Ruben,Talal,3.73,5,1.0,Yes,6.7,2024-05-22,Recheck,2024-01-16,70,53,2024-06-10,12691,Beef Master,1.9,MR H AUBURN ROJO 706,2.5,Pre-Sorted for Female,Holstein Friesian,Dawood,-129.48,140.25
17.35,DZF,DZF,DZF,2025-03-12,DZF,180,Local crossbred,Cow,Yes,.,16,CIDR+GnRH+PGF+GnRH,Fresh,DZF-1056-1,2024-10-28,Fakhar,Javeria,3.71,"6,8",1.0,Yes,6.04,2024-05-20,Recheck,2025-04-20,59,27,2024-02-26,NK1,Beef crossbred,1.4,BRC Dutton 376/8,-0.89,Conventional,Cross Breed,Dawood,-131.22,258.32
17.42,DZF,DZF,DZF,2025-03-08,Maidan Cattle (Karachi),149,Local crossbred,Cow,.,.,20,CIDR+E2+ECG+PGF+GnRH,Frozen,.,2024-08-06,Fakhar,Hamid,2.93,8,1.0,Yes,6.87,2024-09-05,Open,2024-09-20,27,6,2024-03-05,N,Beef Master,-2.6,SM007,3.7,Pre-Sorted for Female,Red Brahman,Dawood,-99.6,151.85
194.9,DZF,DZF,DZF,2024-09-02,DZF,51,Local crossbred,Cow,Yes,left,22.1,CIDR+GnRH+PGF+GnRH,Fresh,DZF-1044-1,2024-06-18,Hamid,Masroor,3.24,5,1.0,Yes,6.11,2024-02-29,Open,2024-09-10,25,68,2025-04-10,233M,Braford,2.5,Mr Karu Manso 800,1.4,Pre-Sorted for Female,Cross Breed,Dawood,-141.96,254.33
190.25,DZF,DZF,DZF,2024-01-08,Model Cattle (Karachi),22,Local crossbred,Cow,.,right,14.3,CIDR+E2+PGF+ECG,Fresh,DZF-1016-1,2025-03-11,Yaseen,Hamid,2.81,"6,8",1.0,Yes,6.67,2024-06-29,Open,2025-02-19,86,6,2025-01-03,Miss Elegant,Braford,1.6,Commando 888/47,2.7,Sexed Female,Holstein Friesian,Dawood,-95.48,238.08
204.36,DZF,DZF,Maidan Cattle (Karachi),2024-11-14,DZF,238,Local crossbred,Cow,Yes,Left,11.1,Natural heat,Fresh,DZF-1045-1,2024-08-04,Fakhar,Talal,2.75,7,1.0,Yes,6.09,2025-05-04,Recheck,2024-03-27,40,17,2024-09-13,3/4,Fresian,2.2,Genosource Captain-ET,2.1,Sexed Female,Beef Crossbred,Dawood,-153.26,229.8
202.75,DZF,DZF,Model Cattle (Karachi),2025-03-18,Model Cattle (Karachi),125,Local crossbred,Cow,.,left,17.2,CIDR+GnRH+PGF+GnRH,Frozen,DZF-1014-1,2024-01-24,Masroor,Umer,3.54,7,1.0,Yes,6.17,2025-05-08,Pregnant,2024-11-24,37,25,2024-10-06,909/9,Beef crossbred,2.5,Genosource Captain-ET,2.7,Conventional,Red Brahman,Dawood,-204.32,218.99
449.36,DZF,DZF,Model Cattle (Karachi),2024-12-30,DZF,5,Local crossbred,Cow,.,.,9.9,Natural heat,Fresh,DZF-1010-1,2024-11-27,Masroor,Javeria,3.33,4,1.0,Yes,6.36,2024-07-30,Pregnant,2025-05-06,49,79,2024-06-13,BrafordBBQ,Beef crossbred,2.5,6.966666667,1.4,Conventional,Holstein Friesian,Dawood,-155.11,246.7
429.79,DZF,DZF,Model Cattle (Karachi),2024-09-04,DZF,32391,Local crossbred,Cow,.,right,8.15,Natural heat,Fresh,DZF-1016-6,2024-09-23,Masroor,Javeria,3.05,"6,7",1.0,Yes,6.36,2025-04-28,Open,2024-01-13,22,99,2024-10-12,609/9,Nukra,3.6,Mr H Pride of Maddox Manso 684/8,2.5,Sexed Female,Grey Brahman,Dawood,-166.71,249.59
186.45,DZF,DZF,Model Cattle (Karachi),2024-07-24,Model Cattle (Karachi),324,Local crossbred,Cow,Yes,Left,17,CIDR+GnRH+PGF+GnRH,Fresh,DZF-1053-1,2024-12-17,Masroor,Javeria,2.8,5,1.0,Yes,6.94,2024-04-18,Pregnant,2024-07-12,13,37,2024-04-21,D1,Fresian,1.6,Genosource Captain-ET,2.5,Pre-Sorted for Female,Angus,Dawood,-195.37,243.2
83.92,DZF,DZF,Model Cattle (Karachi),2024-01-03,DZF,31996,Local crossbred,Cow,Yes,Left,20,CIDR+E2+PGF+ECG,Fresh,DZF-1000-1,2024-08-25,Hamid,Talal,3.16,"7,8",1.0,Yes,6.56,2025-02-27,Recheck,2025-04-18,62,11,2024-03-23,909/9,Beef crossbred,-0.4,Commando 888/47,2.5,Conventional,Beef Crossbred,Dawood,-133.11,271.44
212.02,DZF,DZF,Model Cattle (Karachi),2024-01-31,DZF,61,Local crossbred,Cow,.,.,20,Natural heat,Frozen,DZF-1018-3,2025-04-04,Hamid,Javeria,3.08,8,1.0,Yes,6.52,2025-03-19,Recheck,2024-09-25,64,31,2025-02-21,612+2/4,Braford,2.5,Genosource Captain-ET,2.1,Pre-Sorted for Female,Beef Crossbred,Dawood,-120.7,122.73
374.81,DZF,DZF,Model Cattle (Karachi),2024-12-10,DZF,99,Local crossbred,Cow,Yes,left,14.3,CIDR+E2+ECG+PGF+GnRH,Fresh,DZF-1016-1,2024-06-11,Masroor,Umer,3.36,"6,6",1.0,Yes,6.71,2024-12-26,Recheck,2024-11-18,97,5,2024-06-04,649/9,Grey Brahman,3,Modesto 209,-0.89,Sexed Female,Holstein Friesian,Dawood,-163.44,271.1
261.98,DZF,DZF,Maidan Cattle (Karachi),2025-02-28,Model Cattle (Karachi),35,Local crossbred,Cow,Yes,right,16,CIDR+Estradiol+PGF+GnRH,Fresh,DZF-1043-1,2025-02-09,Masroor,Hamid,3.5,7,1.0,Yes,6.86,2024-09-12,Open,2024-09-02,47,38,2024-12-18,747,Red Brahman,2.9,NCC Jackpot,2.5,Sexed Female,Grey Brahman,Dawood,-118.13,226.39
307.83,DZF,DZF,DZF,2025-01-11,Model Cattle (Karachi),382,Local crossbred,Cow,.,.,20,CIDR+GnRH+PGF+GnRH,Frozen,DZF-1016-1,2024-06-30,Hamid,Umer,3.49,6,1.0,Yes,6.4,2025-04-27,Open,2024-01-16,30,12,2024-10-25,2/4,Beef Master,2.8,F1 Gulabi,3.7,Pre-Sorted for Female,Beef Crossbred,Dawood,-77.86,275.25
204.51,DZF,DZF,Model Cattle (Karachi),2025-04-05,DZF,253,Local crossbred,Cow,Yes,Right,12.4,Natural heat,Fresh,DZF-1056-1,2024-03-27,Ruben,Hamid,3.69,"6,6",1.0,Yes,6.98,2025-01-17,Pregnant,2024-03-07,25,95,2024-09-27,612+2/4,Grey Brahman,-2.6,VL Rojo Whiskey 1/48,2.5,Pre-Sorted for Female,Beef Crossbred,Dawood,-187.27,139.79
49.8,DZF,DZF,Maidan Cattle (Karachi),2024-09-11,Model Cattle (Karachi),82,Local crossbred,Cow,.,Right,16,CIDR+Estradiol+PGF+GnRH,Fresh,DZF-1000-1,2024-06-03,Hamid,Javeria,3.15,8,1.0,Yes,6.1,2024-04-06,Recheck,2024-11-18,13,85,2024-09-09,85M,Braford,3.6,MR. CLAYTON SLUGGER,6.2,Pre-Sorted for Female,Beef Crossbred,Dawood,-187.53,130.55
194.08,DZF,DZF,Model Cattle (Karachi),2024-11-26,Model Cattle (Karachi),259,Local crossbred,Cow,.,.,9,Natural heat,Frozen,DZF-1018-3,2024-05-12,Fakhar,Talal,2.9,"7,7",1.0,Yes,6.43,2024-08-28,Open,2024-03-22,17,73,2024-07-21,827,Angus,.,BRC MR. JUMANJI 67,1.4,Pre-Sorted for Female,Holstein Friesian,Dawood,-111.12,181.36
116.19,DZF,DZF,Model Cattle (Karachi),2024-01-12,DZF,31525,Local crossbred,Cow,Yes,left,10,CIDR+GnRH+PGF+GnRH,Fresh,DZF-1056-1,2024-07-06,Hamid,Talal,2.9,7,1.0,Yes,6.65,2024-10-30,Pregnant,2024-07-27,76,82,2024-07-02,747,Beef crossbred,2.9,NCC Jackpot,2.5,Conventional,Beef Crossbred,Dawood,-126.91,173.53
67.87,DZF,DZF,Model Cattle (Karachi),2025-02-08,DZF,336,Local crossbred,Cow,.,right,15.8,CIDR+Estradiol+PGF+GnRH,Fresh,DZF-1018-2,2024-03-29,Masroor,Masroor,2.76,5,1.0,Yes,6.14,2024-12-09,Open,2024-07-08,35,9,2024-10-19,747,Fresian,1.5,Mr Karu Manso 800,3.7,Sexed Female,Angus,Dawood,-143.21,117.45
76.01,DZF,DZF,Maidan Cattle (Karachi),2024-01-04,Maidan Cattle (Karachi),336,Local crossbred,Cow,Yes,Right,19,CIDR+GnRH+PGF+GnRH,Fresh,DZF-1018-3,2024-10-23,Fakhar,Hamid,3.58,"6,7",1.0,Yes,6.8,2025-03-08,Pregnant,2024-02-15,7,94,2024-08-09,204,Angus,1.6,SM007,6.2,Pre-Sorted for Female,Angus,Dawood,-152.19,180.23
21.84,DZF,DZF,DZF,2025-03-25,DZF,91,Local crossbred,Cow,.,Right,20.5,CIDR+E2+ECG+PGF+GnRH,Fresh,DZF-1043-1,2024-03-04,Fakhar,Masroor,3.01,7,1.0,Yes,6.99,2024-11-06,Open,2025-01-30,90,94,2024-01-09,D1,Cross Breed,1.9,VL Rojo Whiskey 1/48,2.1,Conventional,Red Brahman,Dawood,-100.5,202.58
245.63,DZF,DZF,Maidan Cattle (Karachi),2024-11-15,Maidan Cattle (Karachi),DZ 10,Local crossbred,Cow,.,Left,.,CIDR+E2+ECG+PGF+GnRH,Fresh,DZF-1040-1,2025-03-17,Fakhar,Masroor,3.3,"6,7",1.0,Yes,6.1,2024-11-12,Recheck,2025-03-06,28,12,2025-01-18,D3,Beef Master,1.9,Mr H Pride of Maddox Manso 684/8,3.7,Sexed Female,Holstein Friesian,Dawood,-261.38,63.21
296.78,DZF,DZF,DZF,2025-03-22,Model Cattle (Karachi),293,Local crossbred,Cow,Yes,left,.,Natural heat,Fresh,DZF-1000-1,2024-09-22,Masroor,Umer,3.32,8,1.0,Yes,6.19,2024-04-15,Pregnant,2025-02-24,57,35,2024-04-29,909/9,Braford,3.1,VL Rojo Whiskey 1/48,1.4,Pre-Sorted for Female,Angus,Dawood,-101.43,156.49
130.18,DZF,DZF,Maidan Cattle (Karachi),2025-03-30,Model Cattle (Karachi),209,Local crossbred,Cow,.,Right,14.5,CIDR+Estradiol+PGF+GnRH,Fresh,DZF-1056-1,2024-06-19,Yaseen,Hamid,3.17,"6,6",1.0,Yes,6.9,2025-03-11,Open,2025-01-09,14,31,2024-03-26,991,Cross Breed,1.5,6.966666667,2.7,Pre-Sorted for Female,Red Brahman,Dawood,-205.03,93.05
64.29,DZF,DZF,Maidan Cattle (Karachi),2024-03-08,Model Cattle (Karachi),352,Local crossbred,Cow,.,.,16.75,CIDR+E2+ECG+PGF+GnRH,Frozen,DZF-1044-1,2024-08-23,Hamid,Masroor,3.28,8,1.0,Yes,6.33,2024-08-29,Pregnant,2024-03-01,82,3,2024-03-19,402,Beef crossbred,-7.6,BRC MR. JUMANJI 67,6.2,Conventional,Holstein Friesian,Dawood,-221.78,237.25
39.62,DZF,DZF,DZF,2024-08-31,Model Cattle (Karachi),307,Local crossbred,Cow,.,.,12.3,CIDR+Estradiol+PGF+GnRH,Fresh,DZF-1043-1,2024-02-21,Ruben,Hamid,3.0,"6,8",1.0,Yes,6.9,2024-10-14,Open,2025-02-18,20,77,2024-09-10,602,Fresian,2.3,Modesto 209,2.1,Sexed Female,Angus,Dawood,-156.81,202.95
326.35,DZF,DZF,DZF,2025-05-07,DZF,32385,Local crossbred,Cow,.,Right,14.5,CIDR+E2+ECG+PGF+GnRH,Fresh,DZF-1043-1,2024-05-30,Hamid,Umer,3.41,6,1.0,Yes,6.53,2024-12-23,Pregnant,2024-03-17,75,86,2025-01-24,257,Cross Breed,1.6,Commando 888/47,2,Conventional,Cross Breed,Dawood,-262.31,138.14
69.04,DZF,DZF,Maidan Cattle (Karachi),2024-10-12,DZF,32291,Local crossbred,Cow,.,Right,13.2,Natural heat,Frozen,DZF-1042-1,2024-09-01,Masroor,Masroor,3.53,"7,8",1.0,Yes,6.17,2025-05-02,Recheck,2025-04-24,4,5,2025-02-24,609/9,Angus,2.2,MR V8 160/8,3.7,Conventional,Angus,Dawood,-228.41,258.07
29.51,DZF,DZF,DZF,2024-09-25,Model Cattle (Karachi),158,Local crossbred,Cow,.,Left,16,Natural heat,Fresh,DZF-1056-1,2024-04-06,Ruben,Umer,3.29,"7,7",1.0,Yes,6.57,2024-04-16,Pregnant,2025-01-30,51,67,2025-01-07,600,Nukra,3.6,JDH Janos Manso 709,.,Sexed Female,Angus,Dawood,-98.99,162.41
181.97,DZF,DZF,DZF,2024-06-21,DZF,156,Local crossbred,Cow,Yes,Right,10,CIDR+E2+PGF+ECG,Fresh,DZF-1016-6,2024-03-02,Masroor,Umer,3.68,"7,7",1.0,Yes,6.37,2024-08-30,Open,2024-01-31,93,8,2025-02-17,597,Red Brahman,3.1,SM007,2,Conventional,Cross Breed,Dawood,-260.86,190.41
482.01,DZF,DZF,Model Cattle (Karachi),2024-08-27,DZF,209,Local crossbred,Cow,Yes,Left,10.5,CIDR+E2+PGF+ECG,Fresh,DZF-1018-2,2025-04-16,Fakhar,Masroor,2.89,"6,7",1.0,Yes,6.98,2024-12-11,Pregnant,2024-11-24,18,18,2024-05-14,233M,Beef crossbred,3.1,Commando 888/47,.,Conventional,Grey Brahman,Dawood,-163.39,113.64
401.32,DZF,DZF,DZF,2024-11-11,Model Cattle (Karachi),32390,Local crossbred,Cow,.,Left,15.8,Natural heat,Fresh,DZF-1000-1,2024-12-12,Hamid,Javeria,3.3,"6,8",1.0,Yes,6.93,2024-02-08,Pregnant,2024-09-22,88,62,2025-03-22,612+2/4,Grey Brahman,-7.6,6.966666667,-0.89,Pre-Sorted for Female,Red Brahman,Dawood,-148.65,100.33
296.06,DZF,DZF,DZF,2024-05-18,Model Cattle (Karachi),254,Local crossbred,Cow,.,left,13.75,CIDR+Estradiol+PGF+GnRH,Fresh,DZF-1014-1,2025-02-16,Yaseen,Javeria,3.54,7,1.0,Yes,6.26,2024-09-19,Recheck,2024-12-17,23,88,2024-06-22,SM006 Nukra,Beef crossbred,3,F1 Gulabi,-0.89,Sexed Female,Red Brahman,Dawood,-94.04,151.83
106.41,DZF,DZF,DZF,2025-05-04,Model Cattle (Karachi),351,Local crossbred,Cow,.,left,12.3,CIDR+E2+PGF+ECG,Frozen,DZF-1044-1,2024-05-05,Ruben,Talal,2.95,"7,8",1.0,Yes,6.28,2024-05-27,Recheck,2024-02-16,100,6,2024-12-15,23035,Angus,2.5,VL Rojo Whiskey 60/1,2.7,Sexed Female,Angus,Dawood,-269.94,218.03
23.26,DZF,DZF,DZF,2024-01-07,Model Cattle (Karachi),251,Local crossbred,Cow,Yes,left,20.5,Natural heat,Frozen,.,2025-04-12,Ruben,Talal,2.85,"7,8",1.0,Yes,6.58,2025-02-16,Pregnant,2024-12-01,71,91,2025-02-18,909,Beef crossbred,3.7,MR. CLAYTON SLUGGER,1.7,Conventional,Cross Breed,Dawood,-163.09,81.95
368.83,DZF,DZF,DZF,2025-04-02,Maidan Cattle (Karachi),31546,Local crossbred,Cow,Yes,.,13,Natural heat,Frozen,DZF-1042-1,2024-08-09,Ruben,Masroor,3.29,"6,8",1.0,Yes,6.38,2024-09-28,Open,2024-07-31,13,80,2024-02-20,3012,Beef Master,3.7,BRC Dutton 376/8,1.7,Conventional,Beef Crossbred,Dawood,-101.36,90.33
395.37,DZF,DZF,Maidan Cattle (Karachi),2024-02-16,DZF,R1,Local crossbred,Cow,.,left,13.1,CIDR+GnRH+PGF+GnRH,Frozen,DZF-1044-1,2024-12-25,Hamid,Javeria,3.44,"6,6",1.0,Yes,6.79,2025-04-30,Pregnant,2024-12-03,26,92,2024-05-14,612,Angus,3.1,JDH Janos Manso 709,2.5,Conventional,Cross Breed,Dawood,-117.34,83.3
56.2,DZF,DZF,DZF,2024-05-02,Model Cattle (Karachi),DZ 13,Local crossbred,Cow,.,.,15.1,CIDR+GnRH+PGF+GnRH,Frozen,DZF-1018-3,2024-01-30,Yaseen,Javeria,2.79,5,1.0,Yes,6.25,2025-02-18,Open,2024-10-04,90,32,2025-01-02,984,Beef Master,-0.4,Commando 888/47,1.7,Pre-Sorted for Female,Beef Crossbred,Dawood,-199.97,152.08
65.33,DZF,DZF,DZF,2025-01-23,Maidan Cattle (Karachi),220,Local crossbred,Cow,.,right,.,CIDR+GnRH+PGF+GnRH,Frozen,DZF-1045-1,2024-11-16,Ruben,Hamid,3.6,5,1.0,Yes,6.61,2025-05-05,Pregnant,2024-10-10,89,10,2024-04-27,612,Red Brahman,-7.6,CAUCHITOS KARU SIMON 922/6,6.2,Sexed Female,Red Brahman,Dawood,-130.56,280.2
380.66,DZF,DZF,Model Cattle (Karachi),2024-08-16,Model Cattle (Karachi),307,Local crossbred,Cow,Yes,right,14.3,Natural heat,Frozen,DZF-1040-1,2024-01-08,Hamid,Umer,3.44,7,1.0,Yes,6.45,2024-10-13,Open,2025-04-19,90,89,2024-02-22,991,Braford,1.4,VL Rojo Whiskey 1/48,3.7,Pre-Sorted for Female,Holstein Friesian,Dawood,-165.1,150.49
469.99,DZF,DZF,Maidan Cattle (Karachi),2025-04-28,Maidan Cattle (Karachi),155,Local crossbred,Cow,Yes,.,12.3,CIDR+E2+ECG+PGF+GnRH,Fresh,DZF-1000-1,2025-01-12,Fakhar,Umer,3.66,8,1.0,Yes,6.19,2025-01-11,Open,2024-01-22,58,54,2024-10-19,609/9,Braford,2.2,JDH Janos Manso 709,2,Sexed Female,Grey Brahman,Dawood,-200.13,165.08
18.0,DZF,DZF,DZF,2024-07-02,Model Cattle (Karachi),32291,Local crossbred,Cow,.,left,.,CIDR+E2+PGF+ECG,Frozen,DZF-1016-1,2024-08-26,Fakhar,Javeria,2.82,6,1.0,Yes,6.37,2024-01-01,Open,2024-08-24,83,56,2024-05-30,612+2/4,Nukra,2.5,Commando 888/47,-0.89,Conventional,Holstein Friesian,Dawood,-149.82,189.2
89.86,DZF,DZF,DZF,2024-05-21,Model Cattle (Karachi),342,Local crossbred,Cow,.,.,11.1,CIDR+E2+ECG+PGF+GnRH,Fresh,DZF-1016-6,2024-05-06,Yaseen,Javeria,3.26,5,1.0,Yes,6.53,2024-04-05,Pregnant,2024-05-18,62,78,2024-10-22,204,Cross Breed,-7.6,6.966666667,-0.89,Sexed Female,Holstein Friesian,Dawood,-225.23,111.48
307.83,DZF,DZF,Maidan Cattle (Karachi),2025-04-11,DZF,350,Local crossbred,Cow,.,left,21.2,CIDR+E2+ECG+PGF+GnRH,Fresh,DZF-1010-1,2024-08-11,Yaseen,Talal,3.29,6,1.0,Yes,6.49,2024-09-21,Recheck,2025-05-08,56,66,2024-01-21,3012,Braford,1.4,Mr Karu Manso 800,6.2,Sexed Female,Red Brahman,Dawood,-264.42,188.89
260.66,DZF,DZF,DZF,2024-11-15,Maidan Cattle (Karachi),281,Local crossbred,Cow,.,.,12.1,CIDR+Estradiol+PGF+GnRH,Fresh,DZF-1018-3,2024-09-14,Hamid,Hamid,3.47,5,1.0,Yes,6.09,2024-11-02,Recheck,2024-11-08,39,94,2025-05-05,991,Cross Breed,3.7,BRC Dutton 376/8,6.2,Sexed Female,Grey Brahman,Dawood,-144.28,68.44
333.25,DZF,DZF,Model Cattle (Karachi),2024-02-17,Maidan Cattle (Karachi),35,Local crossbred,Cow,.,Left,16.7,Natural heat,Fresh,DZF-1060-1,2024-12-06,Masroor,Javeria,3.08,"7,7",1.0,Yes,6.49,2024-06-10,Open,2025-01-15,79,27,2024-01-11,909/9,Nukra,2.5,Modesto 209,-0.89,Pre-Sorted for Female,Red Brahman,Dawood,-147.4,203.52
196.62,DZF,DZF,Model Cattle (Karachi),2024-07-29,Maidan Cattle (Karachi),31733,Local crossbred,Cow,Yes,right,14.45,CIDR+Estradiol+PGF+GnRH,Fresh,DZF-1055-1,2024-09-07,Masroor,Umer,3.49,"6,7",1.0,Yes,6.4,2024-07-16,Recheck,2025-04-09,65,46,2024-07-12,4-Apr,Angus,1.6,Commando 888/47,2.7,Conventional,Angus,Dawood,-204.29,209.92
206.8,DZF,DZF,Model Cattle (Karachi),2024-08-19,DZF,350,Local crossbred,Cow,.,left,16.6,CIDR+E2+PGF+ECG,Frozen,DZF-1000-1,2025-03-09,Yaseen,Hamid,2.98,"6,6",1.0,Yes,6.22,2024-10-25,Pregnant,2025-03-21,88,82,2025-04-08,747,Red Brahman,3,NCC Jackpot,-0.89,Sexed Female,Angus,Dawood,-98.74,224.68
485.11,DZF,DZF,Maidan Cattle (Karachi),2024-01-23,Model Cattle (Karachi),124,Local crossbred,Cow,.,Left,22,CIDR+Estradiol+PGF+GnRH,Fresh,DZF-1000-1,2024-08-04,Hamid,Umer,3.54,8,1.0,Yes,6.72,2025-02-18,Recheck,2024-07-25,39,55,2024-01-20,747,Braford,3,NCC Jackpot,1.7,Sexed Female,Cross Breed,Dawood,-209.24,64.83
451.67,DZF,DZF,DZF,2024-10-25,Maidan Cattle (Karachi),134,Local crossbred,Cow,Yes,.,8,Natural heat,Fresh,DZF-1016-1,2024-01-10,Yaseen,Umer,3.35,"6,7",1.0,Yes,6.98,2024-05-13,Open,2025-03-03,15,68,2025-03-21,23035,Beef Master,1.5,Commando 888/47,2.5,Pre-Sorted for Female,Holstein Friesian,Dawood,-207.55,260.29
