Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6
5,11/3/2025,Recipient ID,D3,D2,MR. CLAYTON SLUGGER,243
2. This report serves as official delivery confirmation for the client’s IVF order.,BRC MR. JUMANJI 67,R4,CONFIRMED IVF PREGNANCY REPORT,D3,BRC Dutton 376/8,114
2,11/3/2025,32057,D2,D2,MR. CLAYTON SLUGGER,243
"1. Dam, sire, recipient tag ID, and embryo transfer dates are accurately documented for genetic traceability and commercial validation.",ET Date,32386,CONFIRMED IVF PREGNANCY REPORT,1,BRC Dutton 376/8,96
1,ET Date,32824,D3,D2,Dawood - Shazain Cattle Farm,273
10,11/3/2025,277,DAM,5,Dawood - Shazain Cattle Farm,273
Sr. No,5/21/2025,272,CONFIRMED IVF PREGNANCY REPORT,2,18-Jan-2026,273
5,MR. CLAYTON SLUGGER,328,1st PC Result,D3,BRC MR. JUMANJI 67,77
"3. Any further monitoring, calving guarantees, or post-confirmation services are governed by the agreed commercial terms.",5/21/2025,32824,DAM,2,18-Jan-2026,114
6,BRC MR. JUMANJI 67,32216,CONFIRMED IVF PREGNANCY REPORT,D2,BRC Dutton 376/8,96
5,SIRE,32293,Prepared For,5,MR. CLAYTON SLUGGER,114
2. This report serves as official delivery confirmation for the client’s IVF order.,12/3/2025,277,1st PC Result,12,MR. CLAYTON SLUGGER,114
"1. Dam, sire, recipient tag ID, and embryo transfer dates are accurately documented for genetic traceability and commercial validation.",Total,Recipient ID,Prepared On,Units,BRC MR. JUMANJI 67,96
"3. Any further monitoring, calving guarantees, or post-confirmation services are governed by the agreed commercial terms.",11/3/2025,32216,1st PC Result,12,MR. CLAYTON SLUGGER,107
Notes:,6/20/2025,328,This report documents confirmed pregnancies resulting from the bovine IVF and embryo transfer program executed by DayZee Farms (Pvt.) Ltd. All pregnancies listed in this report have been confirmed via ultrasound examination at the recorded DIP.,4,18-Jan-2026,96
12,BRC MR. JUMANJI 67,32386,Prepared For,5,SIRE Name,273
8,Total,R4,This report documents confirmed pregnancies resulting from the bovine IVF and embryo transfer program executed by DayZee Farms (Pvt.) Ltd. All pregnancies listed in this report have been confirmed via ultrasound examination at the recorded DIP.,4,MR. CLAYTON SLUGGER,243
8,12/3/2025,32824,CONFIRMED IVF PREGNANCY REPORT,5,BRC Dutton 376/8,243
9,Total,32293,DAM,1,BRC MR. JUMANJI 67,243
"3. Any further monitoring, calving guarantees, or post-confirmation services are governed by the agreed commercial terms.",SIRE,32057,Pregnant,Donor,MR. CLAYTON SLUGGER,273
"3. Any further monitoring, calving guarantees, or post-confirmation services are governed by the agreed commercial terms.",10/27/2025,32216,1st PC Result,D3,BRC MR. JUMANJI 67,273
9,MR. CLAYTON SLUGGER,197,1st PC Result,Donor,MR. CLAYTON SLUGGER,DIP
"1. Dam, sire, recipient tag ID, and embryo transfer dates are accurately documented for genetic traceability and commercial validation.",11/14/2025,32293,Prepared For,5,SIRE Name,77
9,11/3/2025,272,1st PC Result,12,BRC MR. JUMANJI 67,DIP
"3. Any further monitoring, calving guarantees, or post-confirmation services are governed by the agreed commercial terms.",12/3/2025,R4,This report documents confirmed pregnancies resulting from the bovine IVF and embryo transfer program executed by DayZee Farms (Pvt.) Ltd. All pregnancies listed in this report have been confirmed via ultrasound examination at the recorded DIP.,D3,BRC Dutton 376/8,243
6,12/3/2025,32824,Pregnant,12,Dawood - Shazain Cattle Farm,96
1,BRC Dutton 376/8,32057,D3,2,MR. CLAYTON SLUGGER,243
"1. Dam, sire, recipient tag ID, and embryo transfer dates are accurately documented for genetic traceability and commercial validation.",SIRE,32386,CONFIRMED IVF PREGNANCY REPORT,12,Dawood - Shazain Cattle Farm,96
11,10/27/2025,32293,1st PC Result,5,MR. CLAYTON SLUGGER,243
1,BRC MR. JUMANJI 67,R4,Pregnant,D2,Dawood - Shazain Cattle Farm,77
"3. Any further monitoring, calving guarantees, or post-confirmation services are governed by the agreed commercial terms.",11/3/2025,32293,Prepared On,Units,BRC MR. JUMANJI 67,107
4,BRC Dutton 376/8,R4,Pregnant,Units,BRC Dutton 376/8,96
3,Total,32824,DAM,1,BRC MR. JUMANJI 67,DIP
5,Total,32386,This report documents confirmed pregnancies resulting from the bovine IVF and embryo transfer program executed by DayZee Farms (Pvt.) Ltd. All pregnancies listed in this report have been confirmed via ultrasound examination at the recorded DIP.,4,BRC MR. JUMANJI 67,96
4,11/3/2025,32824,1st PC Result,4,MR. CLAYTON SLUGGER,273
7,Total,197,1st PC Result,D3,MR. CLAYTON SLUGGER,273
7,12/3/2025,32293,D3,5,BRC MR. JUMANJI 67,107
11,BRC Dutton 376/8,R1,Prepared On,4,SIRE Name,96
Sr. No,5/21/2025,272,DAM,1,MR. CLAYTON SLUGGER,107
7,10/27/2025,197,D2,1,BRC MR. JUMANJI 67,DIP
12,BRC Dutton 376/8,R4,This report documents confirmed pregnancies resulting from the bovine IVF and embryo transfer program executed by DayZee Farms (Pvt.) Ltd. All pregnancies listed in this report have been confirmed via ultrasound examination at the recorded DIP.,2,18-Jan-2026,96
6,12/3/2025,277,D2,1,MR. CLAYTON SLUGGER,96
"3. Any further monitoring, calving guarantees, or post-confirmation services are governed by the agreed commercial terms.",11/3/2025,R1,D2,D2,18-Jan-2026,273
3,MR. CLAYTON SLUGGER,Recipient ID,1st PC Result,Donor,MR. CLAYTON SLUGGER,107
9,11/3/2025,R4,Prepared On,5,18-Jan-2026,273
2. This report serves as official delivery confirmation for the client’s IVF order.,5/21/2025,32216,D3,4,BRC MR. JUMANJI 67,77
10,12/3/2025,Recipient ID,Prepared On,2,18-Jan-2026,96
"3. Any further monitoring, calving guarantees, or post-confirmation services are governed by the agreed commercial terms.",10/27/2025,272,D2,12,BRC MR. JUMANJI 67,DIP
7,SIRE,32293,D2,D2,BRC MR. JUMANJI 67,243
6,ET Date,R1,Prepared On,2,SIRE Name,273
"3. Any further monitoring, calving guarantees, or post-confirmation services are governed by the agreed commercial terms.",Summary ,32293,D3,Donor,Dawood - Shazain Cattle Farm,243
Sr. No,MR. CLAYTON SLUGGER,32216,Prepared On,5,Dawood - Shazain Cattle Farm,114
8,5/21/2025,32386,This report documents confirmed pregnancies resulting from the bovine IVF and embryo transfer program executed by DayZee Farms (Pvt.) Ltd. All pregnancies listed in this report have been confirmed via ultrasound examination at the recorded DIP.,12,MR. CLAYTON SLUGGER,114
4,MR. CLAYTON SLUGGER,197,D3,Donor,SIRE Name,243
5,Total,32216,This report documents confirmed pregnancies resulting from the bovine IVF and embryo transfer program executed by DayZee Farms (Pvt.) Ltd. All pregnancies listed in this report have been confirmed via ultrasound examination at the recorded DIP.,4,MR. CLAYTON SLUGGER,107
2,ET Date,272,Prepared For,D2,MR. CLAYTON SLUGGER,273
2,6/20/2025,197,Pregnant,Units,18-Jan-2026,114
9,10/27/2025,277,D2,Units,18-Jan-2026,114
7,BRC MR. JUMANJI 67,272,Pregnant,D3,18-Jan-2026,114
2. This report serves as official delivery confirmation for the client’s IVF order.,12/3/2025,32824,Prepared For,D3,18-Jan-2026,243
3,BRC Dutton 376/8,277,Prepared For,Donor,Dawood - Shazain Cattle Farm,77
2,11/14/2025,277,1st PC Result,4,18-Jan-2026,107
5,10/27/2025,32216,This report documents confirmed pregnancies resulting from the bovine IVF and embryo transfer program executed by DayZee Farms (Pvt.) Ltd. All pregnancies listed in this report have been confirmed via ultrasound examination at the recorded DIP.,1,Dawood - Shazain Cattle Farm,77
2,11/3/2025,32293,Prepared For,D3,Dawood - Shazain Cattle Farm,77
2. This report serves as official delivery confirmation for the client’s IVF order.,Summary ,Recipient ID,CONFIRMED IVF PREGNANCY REPORT,Donor,18-Jan-2026,77
9,6/20/2025,Recipient ID,This report documents confirmed pregnancies resulting from the bovine IVF and embryo transfer program executed by DayZee Farms (Pvt.) Ltd. All pregnancies listed in this report have been confirmed via ultrasound examination at the recorded DIP.,Units,MR. CLAYTON SLUGGER,96
2. This report serves as official delivery confirmation for the client’s IVF order.,5/21/2025,32386,Prepared For,Units,SIRE Name,243
12,11/3/2025,32824,This report documents confirmed pregnancies resulting from the bovine IVF and embryo transfer program executed by DayZee Farms (Pvt.) Ltd. All pregnancies listed in this report have been confirmed via ultrasound examination at the recorded DIP.,Units,18-Jan-2026,243
3,10/27/2025,32293,Prepared For,4,BRC Dutton 376/8,243
5,BRC Dutton 376/8,32144,Prepared On,D2,MR. CLAYTON SLUGGER,96
5,Total,R4,This report documents confirmed pregnancies resulting from the bovine IVF and embryo transfer program executed by DayZee Farms (Pvt.) Ltd. All pregnancies listed in this report have been confirmed via ultrasound examination at the recorded DIP.,5,MR. CLAYTON SLUGGER,107
12,MR. CLAYTON SLUGGER,32386,Prepared On,12,SIRE Name,DIP
"1. Dam, sire, recipient tag ID, and embryo transfer dates are accurately documented for genetic traceability and commercial validation.",5/21/2025,32216,DAM,2,SIRE Name,273
7,BRC MR. JUMANJI 67,328,DAM,12,BRC MR. JUMANJI 67,77
11,SIRE,32386,Pregnant,12,Dawood - Shazain Cattle Farm,DIP
7,ET Date,32057,1st PC Result,Donor,MR. CLAYTON SLUGGER,DIP
11,BRC MR. JUMANJI 67,328,CONFIRMED IVF PREGNANCY REPORT,1,MR. CLAYTON SLUGGER,114
3,BRC MR. JUMANJI 67,R1,CONFIRMED IVF PREGNANCY REPORT,Donor,BRC Dutton 376/8,107
5,11/3/2025,197,DAM,4,BRC MR. JUMANJI 67,107
8,6/20/2025,32216,D3,5,BRC MR. JUMANJI 67,114
6,ET Date,197,This report documents confirmed pregnancies resulting from the bovine IVF and embryo transfer program executed by DayZee Farms (Pvt.) Ltd. All pregnancies listed in this report have been confirmed via ultrasound examination at the recorded DIP.,D2,SIRE Name,96
1,11/3/2025,R1,Prepared For,2,Dawood - Shazain Cattle Farm,DIP
11,10/27/2025,32293,This report documents confirmed pregnancies resulting from the bovine IVF and embryo transfer program executed by DayZee Farms (Pvt.) Ltd. All pregnancies listed in this report have been confirmed via ultrasound examination at the recorded DIP.,Units,MR. CLAYTON SLUGGER,243
4,Total,R1,Pregnant,D3,MR. CLAYTON SLUGGER,107
9,10/27/2025,32293,Pregnant,D3,Dawood - Shazain Cattle Farm,107
6,11/14/2025,Recipient ID,Pregnant,2,BRC Dutton 376/8,96
3,11/3/2025,32824,Pregnant,5,MR. CLAYTON SLUGGER,114
3,12/3/2025,R4,D2,Donor,SIRE Name,114
10,10/27/2025,32824,DAM,D3,BRC MR. JUMANJI 67,107
5,10/27/2025,32386,D2,Units,SIRE Name,DIP
"1. Dam, sire, recipient tag ID, and embryo transfer dates are accurately documented for genetic traceability and commercial validation.",5/21/2025,R1,Prepared On,D3,SIRE Name,DIP
Sr. No,Summary ,R1,This report documents confirmed pregnancies resulting from the bovine IVF and embryo transfer program executed by DayZee Farms (Pvt.) Ltd. All pregnancies listed in this report have been confirmed via ultrasound examination at the recorded DIP.,12,SIRE Name,107
5,10/27/2025,328,D2,1,Dawood - Shazain Cattle Farm,96
Notes:,10/27/2025,32057,1st PC Result,2,18-Jan-2026,114
7,5/21/2025,R4,Pregnant,D2,SIRE Name,DIP
11,SIRE,32386,Prepared On,12,Dawood - Shazain Cattle Farm,107
11,ET Date,197,Pregnant,5,Dawood - Shazain Cattle Farm,107
9,11/14/2025,Recipient ID,Prepared On,12,18-Jan-2026,243
3,12/3/2025,32293,D2,4,Dawood - Shazain Cattle Farm,243
12,Summary ,32386,This report documents confirmed pregnancies resulting from the bovine IVF and embryo transfer program executed by DayZee Farms (Pvt.) Ltd. All pregnancies listed in this report have been confirmed via ultrasound examination at the recorded DIP.,D2,Dawood - Shazain Cattle Farm,107
8,SIRE,197,1st PC Result,1,MR. CLAYTON SLUGGER,96
"3. Any further monitoring, calving guarantees, or post-confirmation services are governed by the agreed commercial terms.",11/14/2025,R4,This report documents confirmed pregnancies resulting from the bovine IVF and embryo transfer program executed by DayZee Farms (Pvt.) Ltd. All pregnancies listed in this report have been confirmed via ultrasound examination at the recorded DIP.,Donor,18-Jan-2026,77
5,11/3/2025,272,D3,5,BRC MR. JUMANJI 67,273
4,6/20/2025,272,1st PC Result,D3,18-Jan-2026,243
8,BRC Dutton 376/8,R1,D2,2,BRC Dutton 376/8,107
Sr. No,BRC Dutton 376/8,272,This report documents confirmed pregnancies resulting from the bovine IVF and embryo transfer program executed by DayZee Farms (Pvt.) Ltd. All pregnancies listed in this report have been confirmed via ultrasound examination at the recorded DIP.,D3,18-Jan-2026,243
4,5/21/2025,32293,Prepared On,4,MR. CLAYTON SLUGGER,DIP
9,12/3/2025,197,This report documents confirmed pregnancies resulting from the bovine IVF and embryo transfer program executed by DayZee Farms (Pvt.) Ltd. All pregnancies listed in this report have been confirmed via ultrasound examination at the recorded DIP.,Donor,BRC Dutton 376/8,DIP
6,Summary ,272,1st PC Result,D3,BRC MR. JUMANJI 67,243
8,6/20/2025,32144,CONFIRMED IVF PREGNANCY REPORT,Donor,SIRE Name,114
5,Summary ,272,CONFIRMED IVF PREGNANCY REPORT,1,SIRE Name,243
12,ET Date,328,Prepared On,D3,SIRE Name,77
2. This report serves as official delivery confirmation for the client’s IVF order.,12/3/2025,197,D3,D3,MR. CLAYTON SLUGGER,114
9,ET Date,Recipient ID,Prepared For,5,BRC MR. JUMANJI 67,273
"1. Dam, sire, recipient tag ID, and embryo transfer dates are accurately documented for genetic traceability and commercial validation.",6/20/2025,32824,1st PC Result,12,SIRE Name,243
2. This report serves as official delivery confirmation for the client’s IVF order.,BRC MR. JUMANJI 67,R1,Prepared For,2,BRC MR. JUMANJI 67,DIP
Sr. No,SIRE,328,Pregnant,12,Dawood - Shazain Cattle Farm,96
8,6/20/2025,32216,CONFIRMED IVF PREGNANCY REPORT,2,MR. CLAYTON SLUGGER,243
9,SIRE,R4,D3,4,Dawood - Shazain Cattle Farm,273
Notes:,11/3/2025,32057,Pregnant,4,MR. CLAYTON SLUGGER,114
4,ET Date,Recipient ID,Prepared For,5,MR. CLAYTON SLUGGER,114
2,Total,Recipient ID,This report documents confirmed pregnancies resulting from the bovine IVF and embryo transfer program executed by DayZee Farms (Pvt.) Ltd. All pregnancies listed in this report have been confirmed via ultrasound examination at the recorded DIP.,Donor,BRC Dutton 376/8,96
Notes:,SIRE,328,Prepared On,1,Dawood - Shazain Cattle Farm,107
3,SIRE,272,Pregnant,Donor,18-Jan-2026,114
1,BRC MR. JUMANJI 67,32216,D3,Units,Dawood - Shazain Cattle Farm,107
3,ET Date,272,Prepared For,2,MR. CLAYTON SLUGGER,243
2,6/20/2025,R1,DAM,5,18-Jan-2026,96
"1. Dam, sire, recipient tag ID, and embryo transfer dates are accurately documented for genetic traceability and commercial validation.",BRC Dutton 376/8,32057,Pregnant,12,BRC MR. JUMANJI 67,273
2,11/14/2025,R4,Prepared For,12,MR. CLAYTON SLUGGER,114
7,ET Date,R1,This report documents confirmed pregnancies resulting from the bovine IVF and embryo transfer program executed by DayZee Farms (Pvt.) Ltd. All pregnancies listed in this report have been confirmed via ultrasound examination at the recorded DIP.,5,18-Jan-2026,273
2,SIRE,32144,DAM,D2,BRC Dutton 376/8,114
12,11/3/2025,197,1st PC Result,D2,18-Jan-2026,107
8,6/20/2025,R4,D3,4,BRC Dutton 376/8,243
12,6/20/2025,Recipient ID,Pregnant,D3,18-Jan-2026,77
12,MR. CLAYTON SLUGGER,R4,This report documents confirmed pregnancies resulting from the bovine IVF and embryo transfer program executed by DayZee Farms (Pvt.) Ltd. All pregnancies listed in this report have been confirmed via ultrasound examination at the recorded DIP.,1,Dawood - Shazain Cattle Farm,77
8,BRC Dutton 376/8,32216,This report documents confirmed pregnancies resulting from the bovine IVF and embryo transfer program executed by DayZee Farms (Pvt.) Ltd. All pregnancies listed in this report have been confirmed via ultrasound examination at the recorded DIP.,1,SIRE Name,107
5,MR. CLAYTON SLUGGER,197,1st PC Result,D2,BRC MR. JUMANJI 67,273
"3. Any further monitoring, calving guarantees, or post-confirmation services are governed by the agreed commercial terms.",6/20/2025,32386,DAM,D2,MR. CLAYTON SLUGGER,77
3,BRC Dutton 376/8,32824,D2,Units,BRC Dutton 376/8,273
4,10/27/2025,277,Pregnant,2,MR. CLAYTON SLUGGER,114
"3. Any further monitoring, calving guarantees, or post-confirmation services are governed by the agreed commercial terms.",BRC MR. JUMANJI 67,277,This report documents confirmed pregnancies resulting from the bovine IVF and embryo transfer program executed by DayZee Farms (Pvt.) Ltd. All pregnancies listed in this report have been confirmed via ultrasound examination at the recorded DIP.,1,18-Jan-2026,243
2. This report serves as official delivery confirmation for the client’s IVF order.,Total,R1,CONFIRMED IVF PREGNANCY REPORT,1,Dawood - Shazain Cattle Farm,77
8,SIRE,32144,D3,2,SIRE Name,273
7,11/3/2025,R1,D3,1,BRC MR. JUMANJI 67,96
11,ET Date,328,Prepared On,Units,SIRE Name,107
6,Total,272,CONFIRMED IVF PREGNANCY REPORT,5,SIRE Name,DIP
8,Total,32824,D2,5,SIRE Name,273
Notes:,MR. CLAYTON SLUGGER,R1,D3,D3,BRC MR. JUMANJI 67,114
9,MR. CLAYTON SLUGGER,272,1st PC Result,5,BRC MR. JUMANJI 67,114
8,11/14/2025,197,D2,12,18-Jan-2026,114
4,12/3/2025,32216,D3,4,BRC MR. JUMANJI 67,96
11,10/27/2025,32386,Pregnant,12,MR. CLAYTON SLUGGER,107
8,6/20/2025,R1,1st PC Result,D2,Dawood - Shazain Cattle Farm,107
9,BRC MR. JUMANJI 67,32057,This report documents confirmed pregnancies resulting from the bovine IVF and embryo transfer program executed by DayZee Farms (Pvt.) Ltd. All pregnancies listed in this report have been confirmed via ultrasound examination at the recorded DIP.,12,BRC MR. JUMANJI 67,107
7,BRC MR. JUMANJI 67,272,D3,Donor,BRC Dutton 376/8,77
Sr. No,11/14/2025,272,Prepared On,Units,BRC MR. JUMANJI 67,77
9,11/14/2025,R1,This report documents confirmed pregnancies resulting from the bovine IVF and embryo transfer program executed by DayZee Farms (Pvt.) Ltd. All pregnancies listed in this report have been confirmed via ultrasound examination at the recorded DIP.,12,Dawood - Shazain Cattle Farm,114
"1. Dam, sire, recipient tag ID, and embryo transfer dates are accurately documented for genetic traceability and commercial validation.",MR. CLAYTON SLUGGER,32824,D2,5,Dawood - Shazain Cattle Farm,DIP
12,11/3/2025,32144,CONFIRMED IVF PREGNANCY REPORT,Units,MR. CLAYTON SLUGGER,243
12,ET Date,277,DAM,5,SIRE Name,DIP
1,Total,32386,Prepared On,D2,18-Jan-2026,107
4,BRC MR. JUMANJI 67,32824,DAM,Units,BRC MR. JUMANJI 67,96
3,11/3/2025,272,Prepared On,Units,18-Jan-2026,114
7,11/14/2025,Recipient ID,CONFIRMED IVF PREGNANCY REPORT,D3,MR. CLAYTON SLUGGER,273
9,SIRE,Recipient ID,1st PC Result,12,Dawood - Shazain Cattle Farm,107
"1. Dam, sire, recipient tag ID, and embryo transfer dates are accurately documented for genetic traceability and commercial validation.",Summary ,32293,CONFIRMED IVF PREGNANCY REPORT,5,BRC MR. JUMANJI 67,96
11,10/27/2025,272,DAM,5,MR. CLAYTON SLUGGER,107
7,5/21/2025,328,CONFIRMED IVF PREGNANCY REPORT,1,SIRE Name,243
