Donor,Sire,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7
2/4,VL Rojo Whiskey 1/48,72,BrafordBBQ,BRC Dutton 376/8,68,166,Mr H Pride of Maddox Manso 684/8
04-04,JDH Janos Manso 709,77,BrafordBBQ,BRC Dutton 376/8,48,984,VL Rojo Whiskey 1/48
984,BRC Dutton 376/8,19,BrafordBBQ,JDH Janos Manso 709,78,195,Mr H Pride of Maddox Manso 684/8
825/4,Mr H Pride of Maddox Manso 684/8,6,BrafordBBQ,BRC Dutton 376/8,95,991,VL Rojo Whiskey 1/48
2/4,JDH Janos Manso 709,36,BrafordBBQ,JDH Janos Manso 709,37,32115,Mr H Pride of Maddox Manso 684/8
991,Mr H Pride of Maddox Manso 684/8,5,BrafordBBQ,JDH Janos Manso 709,93,31499,Mr H Pride of Maddox Manso 684/8
D2,JDH Janos Manso 709,16,BrafordBBQ,JDH Janos Manso 709,87,984,VL Rojo Whiskey 1/48
2/4,Mr H Pride of Maddox Manso 684/8,5,BrafordBBQ,JDH Janos Manso 709,29,76,VL Rojo Whiskey 1/48
984,VL Rojo Whiskey 1/48,98,BrafordBBQ,JDH Janos Manso 709,82,31996,VL Rojo Whiskey 1/48
BrafordBBQ,BRC Dutton 376/8,73,BrafordBBQ,JDH Janos Manso 709,15,62,Mr H Pride of Maddox Manso 684/8
909,JDH Janos Manso 709,35,BrafordBBQ,JDH Janos Manso 709,88,262,Mr H Pride of Maddox Manso 684/8
04-04,Mr H Pride of Maddox Manso 684/8,77,BrafordBBQ,BRC Dutton 376/8,51,262,Mr H Pride of Maddox Manso 684/8
BrafordBBQ,VL Rojo Whiskey 1/48,75,BrafordBBQ,JDH Janos Manso 709,78,31518,VL Rojo Whiskey 1/48
2/4,JDH Janos Manso 709,56,BrafordBBQ,BRC Dutton 376/8,38,62,VL Rojo Whiskey 1/48
BrafordBBQ,JDH Janos Manso 709,82,BrafordBBQ,BRC Dutton 376/8,63,31518,Mr H Pride of Maddox Manso 684/8
909,VL Rojo Whiskey 1/48,13,BrafordBBQ,JDH Janos Manso 709,77,166,Mr H Pride of Maddox Manso 684/8
D2,Mr H Pride of Maddox Manso 684/8,62,BrafordBBQ,JDH Janos Manso 709,3,187,VL Rojo Whiskey 1/48
04-04,BRC Dutton 376/8,23,BrafordBBQ,BRC Dutton 376/8,7,342,VL Rojo Whiskey 1/48
991,VL Rojo Whiskey 1/48,66,BrafordBBQ,BRC Dutton 376/8,42,991,VL Rojo Whiskey 1/48
825/4,BRC Dutton 376/8,57,BrafordBBQ,BRC Dutton 376/8,25,984,Mr H Pride of Maddox Manso 684/8
602,JDH Janos Manso 709,36,BrafordBBQ,JDH Janos Manso 709,72,31947,VL Rojo Whiskey 1/48
D2,Mr H Pride of Maddox Manso 684/8,56,BrafordBBQ,JDH Janos Manso 709,14,62,VL Rojo Whiskey 1/48
825/4,BRC Dutton 376/8,42,BrafordBBQ,BRC Dutton 376/8,35,342,Mr H Pride of Maddox Manso 684/8
2/4,Mr H Pride of Maddox Manso 684/8,55,BrafordBBQ,JDH Janos Manso 709,79,991,VL Rojo Whiskey 1/48
D2,JDH Janos Manso 709,7,BrafordBBQ,BRC Dutton 376/8,50,31518,Mr H Pride of Maddox Manso 684/8
991,Mr H Pride of Maddox Manso 684/8,21,BrafordBBQ,JDH Janos Manso 709,2,31947,VL Rojo Whiskey 1/48
2/4,VL Rojo Whiskey 1/48,84,BrafordBBQ,JDH Janos Manso 709,7,31499,VL Rojo Whiskey 1/48
909,BRC Dutton 376/8,11,BrafordBBQ,JDH Janos Manso 709,42,31518,VL Rojo Whiskey 1/48
3/4,VL Rojo Whiskey 1/48,57,BrafordBBQ,JDH Janos Manso 709,23,222,Mr H Pride of Maddox Manso 684/8
3/4,VL Rojo Whiskey 1/48,65,BrafordBBQ,BRC Dutton 376/8,62,76,VL Rojo Whiskey 1/48
984,Mr H Pride of Maddox Manso 684/8,48,BrafordBBQ,JDH Janos Manso 709,72,262,VL Rojo Whiskey 1/48
602,VL Rojo Whiskey 1/48,75,BrafordBBQ,BRC Dutton 376/8,94,61,Mr H Pride of Maddox Manso 684/8
909,Mr H Pride of Maddox Manso 684/8,75,BrafordBBQ,JDH Janos Manso 709,16,239,VL Rojo Whiskey 1/48
991,Mr H Pride of Maddox Manso 684/8,32,BrafordBBQ,JDH Janos Manso 709,92,991,Mr H Pride of Maddox Manso 684/8
991,Mr H Pride of Maddox Manso 684/8,50,BrafordBBQ,BRC Dutton 376/8,42,31518,Mr H Pride of Maddox Manso 684/8
991,Mr H Pride of Maddox Manso 684/8,7,BrafordBBQ,BRC Dutton 376/8,31,61,Mr H Pride of Maddox Manso 684/8
04-04,Mr H Pride of Maddox Manso 684/8,93,BrafordBBQ,BRC Dutton 376/8,72,32115,Mr H Pride of Maddox Manso 684/8
602,VL Rojo Whiskey 1/48,55,BrafordBBQ,JDH Janos Manso 709,58,62,Mr H Pride of Maddox Manso 684/8
909,BRC Dutton 376/8,82,BrafordBBQ,BRC Dutton 376/8,22,31499,Mr H Pride of Maddox Manso 684/8
825/4,BRC Dutton 376/8,61,BrafordBBQ,JDH Janos Manso 709,22,31518,VL Rojo Whiskey 1/48
825/4,BRC Dutton 376/8,51,BrafordBBQ,BRC Dutton 376/8,97,32115,Mr H Pride of Maddox Manso 684/8
BrafordBBQ,Mr H Pride of Maddox Manso 684/8,34,BrafordBBQ,BRC Dutton 376/8,83,32115,Mr H Pride of Maddox Manso 684/8
3/4,VL Rojo Whiskey 1/48,10,BrafordBBQ,BRC Dutton 376/8,29,31947,VL Rojo Whiskey 1/48
602,Mr H Pride of Maddox Manso 684/8,100,BrafordBBQ,JDH Janos Manso 709,77,31996,VL Rojo Whiskey 1/48
909,Mr H Pride of Maddox Manso 684/8,7,BrafordBBQ,JDH Janos Manso 709,52,31996,VL Rojo Whiskey 1/48
825/4,BRC Dutton 376/8,60,BrafordBBQ,JDH Janos Manso 709,28,239,VL Rojo Whiskey 1/48
909,VL Rojo Whiskey 1/48,14,BrafordBBQ,JDH Janos Manso 709,20,166,Mr H Pride of Maddox Manso 684/8
909,VL Rojo Whiskey 1/48,79,BrafordBBQ,JDH Janos Manso 709,31,323,Mr H Pride of Maddox Manso 684/8
04-04,VL Rojo Whiskey 1/48,12,BrafordBBQ,JDH Janos Manso 709,4,991,VL Rojo Whiskey 1/48
2/4,Mr H Pride of Maddox Manso 684/8,7,BrafordBBQ,JDH Janos Manso 709,28,31996,Mr H Pride of Maddox Manso 684/8
602,BRC Dutton 376/8,84,BrafordBBQ,JDH Janos Manso 709,60,262,VL Rojo Whiskey 1/48
602,Mr H Pride of Maddox Manso 684/8,14,BrafordBBQ,JDH Janos Manso 709,68,262,Mr H Pride of Maddox Manso 684/8
04-04,JDH Janos Manso 709,18,BrafordBBQ,BRC Dutton 376/8,22,195,VL Rojo Whiskey 1/48
3/4,Mr H Pride of Maddox Manso 684/8,82,BrafordBBQ,JDH Janos Manso 709,30,31499,VL Rojo Whiskey 1/48
602,JDH Janos Manso 709,59,BrafordBBQ,BRC Dutton 376/8,37,195,Mr H Pride of Maddox Manso 684/8
D2,Mr H Pride of Maddox Manso 684/8,82,BrafordBBQ,BRC Dutton 376/8,2,31518,VL Rojo Whiskey 1/48
991,JDH Janos Manso 709,38,BrafordBBQ,BRC Dutton 376/8,2,195,VL Rojo Whiskey 1/48
04-04,VL Rojo Whiskey 1/48,93,BrafordBBQ,JDH Janos Manso 709,26,268,VL Rojo Whiskey 1/48
D2,BRC Dutton 376/8,35,BrafordBBQ,BRC Dutton 376/8,74,31499,Mr H Pride of Maddox Manso 684/8
BrafordBBQ,BRC Dutton 376/8,20,BrafordBBQ,BRC Dutton 376/8,78,32115,Mr H Pride of Maddox Manso 684/8
984,BRC Dutton 376/8,58,BrafordBBQ,JDH Janos Manso 709,87,215,VL Rojo Whiskey 1/48
825/4,BRC Dutton 376/8,81,BrafordBBQ,JDH Janos Manso 709,96,323,Mr H Pride of Maddox Manso 684/8
2/4,VL Rojo Whiskey 1/48,10,BrafordBBQ,JDH Janos Manso 709,50,195,VL Rojo Whiskey 1/48
909,VL Rojo Whiskey 1/48,15,BrafordBBQ,BRC Dutton 376/8,30,31996,Mr H Pride of Maddox Manso 684/8
BrafordBBQ,JDH Janos Manso 709,85,BrafordBBQ,JDH Janos Manso 709,13,239,Mr H Pride of Maddox Manso 684/8
825/4,JDH Janos Manso 709,11,BrafordBBQ,JDH Janos Manso 709,57,323,VL Rojo Whiskey 1/48
991,VL Rojo Whiskey 1/48,82,BrafordBBQ,JDH Janos Manso 709,66,62,VL Rojo Whiskey 1/48
825/4,Mr H Pride of Maddox Manso 684/8,16,BrafordBBQ,BRC Dutton 376/8,11,61,VL Rojo Whiskey 1/48
BrafordBBQ,VL Rojo Whiskey 1/48,80,BrafordBBQ,JDH Janos Manso 709,14,195,VL Rojo Whiskey 1/48
825/4,JDH Janos Manso 709,40,BrafordBBQ,BRC Dutton 376/8,20,62,VL Rojo Whiskey 1/48
984,JDH Janos Manso 709,21,BrafordBBQ,JDH Janos Manso 709,18,31947,Mr H Pride of Maddox Manso 684/8
909,JDH Janos Manso 709,56,BrafordBBQ,BRC Dutton 376/8,68,239,VL Rojo Whiskey 1/48
04-04,BRC Dutton 376/8,85,BrafordBBQ,BRC Dutton 376/8,18,342,VL Rojo Whiskey 1/48
3/4,VL Rojo Whiskey 1/48,68,BrafordBBQ,JDH Janos Manso 709,98,166,Mr H Pride of Maddox Manso 684/8
825/4,Mr H Pride of Maddox Manso 684/8,74,BrafordBBQ,JDH Janos Manso 709,93,31947,Mr H Pride of Maddox Manso 684/8
991,Mr H Pride of Maddox Manso 684/8,67,BrafordBBQ,JDH Janos Manso 709,15,323,Mr H Pride of Maddox Manso 684/8
602,BRC Dutton 376/8,9,BrafordBBQ,BRC Dutton 376/8,85,166,VL Rojo Whiskey 1/48
D2,VL Rojo Whiskey 1/48,54,BrafordBBQ,JDH Janos Manso 709,25,31996,VL Rojo Whiskey 1/48
602,VL Rojo Whiskey 1/48,25,BrafordBBQ,BRC Dutton 376/8,72,268,Mr H Pride of Maddox Manso 684/8
2/4,JDH Janos Manso 709,27,BrafordBBQ,BRC Dutton 376/8,48,222,Mr H Pride of Maddox Manso 684/8
984,Mr H Pride of Maddox Manso 684/8,13,BrafordBBQ,JDH Janos Manso 709,20,323,VL Rojo Whiskey 1/48
2/4,VL Rojo Whiskey 1/48,83,BrafordBBQ,JDH Janos Manso 709,28,31499,Mr H Pride of Maddox Manso 684/8
991,Mr H Pride of Maddox Manso 684/8,7,BrafordBBQ,BRC Dutton 376/8,50,268,Mr H Pride of Maddox Manso 684/8
825/4,JDH Janos Manso 709,53,BrafordBBQ,BRC Dutton 376/8,16,342,VL Rojo Whiskey 1/48
BrafordBBQ,JDH Janos Manso 709,20,BrafordBBQ,JDH Janos Manso 709,92,32115,VL Rojo Whiskey 1/48
D2,BRC Dutton 376/8,9,BrafordBBQ,JDH Janos Manso 709,96,187,VL Rojo Whiskey 1/48
04-04,Mr H Pride of Maddox Manso 684/8,74,BrafordBBQ,JDH Janos Manso 709,36,61,Mr H Pride of Maddox Manso 684/8
991,Mr H Pride of Maddox Manso 684/8,39,BrafordBBQ,BRC Dutton 376/8,45,268,VL Rojo Whiskey 1/48
2/4,JDH Janos Manso 709,69,BrafordBBQ,JDH Janos Manso 709,21,32115,Mr H Pride of Maddox Manso 684/8
984,Mr H Pride of Maddox Manso 684/8,10,BrafordBBQ,JDH Janos Manso 709,66,222,VL Rojo Whiskey 1/48
602,Mr H Pride of Maddox Manso 684/8,77,BrafordBBQ,BRC Dutton 376/8,78,3/4,VL Rojo Whiskey 1/48
04-04,Mr H Pride of Maddox Manso 684/8,56,BrafordBBQ,JDH Janos Manso 709,79,323,Mr H Pride of Maddox Manso 684/8
602,VL Rojo Whiskey 1/48,61,BrafordBBQ,JDH Janos Manso 709,49,323,VL Rojo Whiskey 1/48
2/4,Mr H Pride of Maddox Manso 684/8,65,BrafordBBQ,BRC Dutton 376/8,15,262,Mr H Pride of Maddox Manso 684/8
991,JDH Janos Manso 709,37,BrafordBBQ,BRC Dutton 376/8,42,31947,Mr H Pride of Maddox Manso 684/8
04-04,JDH Janos Manso 709,54,BrafordBBQ,JDH Janos Manso 709,55,31499,VL Rojo Whiskey 1/48
825/4,VL Rojo Whiskey 1/48,100,BrafordBBQ,JDH Janos Manso 709,11,195,Mr H Pride of Maddox Manso 684/8
602,Mr H Pride of Maddox Manso 684/8,82,BrafordBBQ,BRC Dutton 376/8,13,3/4,VL Rojo Whiskey 1/48
D2,Mr H Pride of Maddox Manso 684/8,92,BrafordBBQ,BRC Dutton 376/8,41,239,VL Rojo Whiskey 1/48
909,JDH Janos Manso 709,37,BrafordBBQ,JDH Janos Manso 709,5,342,VL Rojo Whiskey 1/48
04-04,VL Rojo Whiskey 1/48,9,BrafordBBQ,JDH Janos Manso 709,7,62,VL Rojo Whiskey 1/48
2/4,BRC Dutton 376/8,10,BrafordBBQ,JDH Janos Manso 709,96,31947,VL Rojo Whiskey 1/48
04-04,Mr H Pride of Maddox Manso 684/8,69,BrafordBBQ,JDH Janos Manso 709,45,3/4,VL Rojo Whiskey 1/48
825/4,Mr H Pride of Maddox Manso 684/8,59,BrafordBBQ,JDH Janos Manso 709,45,31518,VL Rojo Whiskey 1/48
D2,VL Rojo Whiskey 1/48,10,BrafordBBQ,BRC Dutton 376/8,93,262,Mr H Pride of Maddox Manso 684/8
991,Mr H Pride of Maddox Manso 684/8,20,BrafordBBQ,JDH Janos Manso 709,21,166,VL Rojo Whiskey 1/48
984,BRC Dutton 376/8,39,BrafordBBQ,JDH Janos Manso 709,4,76,Mr H Pride of Maddox Manso 684/8
BrafordBBQ,Mr H Pride of Maddox Manso 684/8,21,BrafordBBQ,BRC Dutton 376/8,47,76,VL Rojo Whiskey 1/48
909,JDH Janos Manso 709,87,BrafordBBQ,BRC Dutton 376/8,79,3/4,VL Rojo Whiskey 1/48
909,JDH Janos Manso 709,73,BrafordBBQ,BRC Dutton 376/8,33,195,VL Rojo Whiskey 1/48
991,Mr H Pride of Maddox Manso 684/8,92,BrafordBBQ,BRC Dutton 376/8,92,195,VL Rojo Whiskey 1/48
602,JDH Janos Manso 709,75,BrafordBBQ,BRC Dutton 376/8,34,31518,Mr H Pride of Maddox Manso 684/8
3/4,BRC Dutton 376/8,42,BrafordBBQ,JDH Janos Manso 709,11,984,Mr H Pride of Maddox Manso 684/8
04-04,Mr H Pride of Maddox Manso 684/8,46,BrafordBBQ,JDH Janos Manso 709,39,323,VL Rojo Whiskey 1/48
D2,VL Rojo Whiskey 1/48,15,BrafordBBQ,BRC Dutton 376/8,47,31996,VL Rojo Whiskey 1/48
991,VL Rojo Whiskey 1/48,57,BrafordBBQ,BRC Dutton 376/8,87,31947,VL Rojo Whiskey 1/48
2/4,Mr H Pride of Maddox Manso 684/8,45,BrafordBBQ,JDH Janos Manso 709,67,268,Mr H Pride of Maddox Manso 684/8
D2,Mr H Pride of Maddox Manso 684/8,32,BrafordBBQ,JDH Janos Manso 709,41,323,Mr H Pride of Maddox Manso 684/8
D2,BRC Dutton 376/8,99,BrafordBBQ,JDH Janos Manso 709,70,187,VL Rojo Whiskey 1/48
984,BRC Dutton 376/8,54,BrafordBBQ,BRC Dutton 376/8,92,323,Mr H Pride of Maddox Manso 684/8
825/4,VL Rojo Whiskey 1/48,33,BrafordBBQ,JDH Janos Manso 709,93,268,Mr H Pride of Maddox Manso 684/8
04-04,Mr H Pride of Maddox Manso 684/8,97,BrafordBBQ,BRC Dutton 376/8,95,62,Mr H Pride of Maddox Manso 684/8
602,BRC Dutton 376/8,61,BrafordBBQ,JDH Janos Manso 709,45,215,Mr H Pride of Maddox Manso 684/8
3/4,Mr H Pride of Maddox Manso 684/8,12,BrafordBBQ,BRC Dutton 376/8,33,31947,Mr H Pride of Maddox Manso 684/8
825/4,Mr H Pride of Maddox Manso 684/8,73,BrafordBBQ,JDH Janos Manso 709,73,991,VL Rojo Whiskey 1/48
984,BRC Dutton 376/8,24,BrafordBBQ,BRC Dutton 376/8,88,31947,Mr H Pride of Maddox Manso 684/8
2/4,JDH Janos Manso 709,33,BrafordBBQ,JDH Janos Manso 709,49,215,Mr H Pride of Maddox Manso 684/8
909,Mr H Pride of Maddox Manso 684/8,4,BrafordBBQ,BRC Dutton 376/8,3,215,Mr H Pride of Maddox Manso 684/8
3/4,JDH Janos Manso 709,56,BrafordBBQ,BRC Dutton 376/8,98,166,Mr H Pride of Maddox Manso 684/8
3/4,Mr H Pride of Maddox Manso 684/8,62,BrafordBBQ,JDH Janos Manso 709,79,195,Mr H Pride of Maddox Manso 684/8
BrafordBBQ,JDH Janos Manso 709,87,BrafordBBQ,BRC Dutton 376/8,51,323,VL Rojo Whiskey 1/48
909,BRC Dutton 376/8,2,BrafordBBQ,BRC Dutton 376/8,60,76,VL Rojo Whiskey 1/48
04-04,BRC Dutton 376/8,44,BrafordBBQ,BRC Dutton 376/8,14,323,VL Rojo Whiskey 1/48
04-04,BRC Dutton 376/8,37,BrafordBBQ,BRC Dutton 376/8,78,166,VL Rojo Whiskey 1/48
984,JDH Janos Manso 709,57,BrafordBBQ,JDH Janos Manso 709,25,61,Mr H Pride of Maddox Manso 684/8
BrafordBBQ,VL Rojo Whiskey 1/48,31,BrafordBBQ,BRC Dutton 376/8,27,323,Mr H Pride of Maddox Manso 684/8
D2,BRC Dutton 376/8,65,BrafordBBQ,JDH Janos Manso 709,20,31947,VL Rojo Whiskey 1/48
909,Mr H Pride of Maddox Manso 684/8,15,BrafordBBQ,JDH Janos Manso 709,42,342,VL Rojo Whiskey 1/48
2/4,JDH Janos Manso 709,69,BrafordBBQ,JDH Janos Manso 709,44,187,Mr H Pride of Maddox Manso 684/8
602,BRC Dutton 376/8,29,BrafordBBQ,BRC Dutton 376/8,55,31518,VL Rojo Whiskey 1/48
825/4,VL Rojo Whiskey 1/48,43,BrafordBBQ,BRC Dutton 376/8,89,31996,VL Rojo Whiskey 1/48
825/4,JDH Janos Manso 709,38,BrafordBBQ,JDH Janos Manso 709,34,31499,VL Rojo Whiskey 1/48
909,Mr H Pride of Maddox Manso 684/8,86,BrafordBBQ,JDH Janos Manso 709,3,239,VL Rojo Whiskey 1/48
2/4,JDH Janos Manso 709,96,BrafordBBQ,BRC Dutton 376/8,40,31499,Mr H Pride of Maddox Manso 684/8
3/4,BRC Dutton 376/8,72,BrafordBBQ,JDH Janos Manso 709,86,31947,VL Rojo Whiskey 1/48
04-04,VL Rojo Whiskey 1/48,14,BrafordBBQ,BRC Dutton 376/8,13,61,Mr H Pride of Maddox Manso 684/8
825/4,BRC Dutton 376/8,82,BrafordBBQ,JDH Janos Manso 709,15,222,VL Rojo Whiskey 1/48
909,Mr H Pride of Maddox Manso 684/8,9,BrafordBBQ,JDH Janos Manso 709,26,342,Mr H Pride of Maddox Manso 684/8
602,VL Rojo Whiskey 1/48,69,BrafordBBQ,BRC Dutton 376/8,79,31518,VL Rojo Whiskey 1/48
D2,BRC Dutton 376/8,92,BrafordBBQ,JDH Janos Manso 709,58,31996,Mr H Pride of Maddox Manso 684/8
825/4,BRC Dutton 376/8,96,BrafordBBQ,BRC Dutton 376/8,13,222,Mr H Pride of Maddox Manso 684/8
2/4,VL Rojo Whiskey 1/48,28,BrafordBBQ,BRC Dutton 376/8,46,61,Mr H Pride of Maddox Manso 684/8
602,VL Rojo Whiskey 1/48,84,BrafordBBQ,BRC Dutton 376/8,56,239,Mr H Pride of Maddox Manso 684/8
602,VL Rojo Whiskey 1/48,51,BrafordBBQ,BRC Dutton 376/8,99,262,Mr H Pride of Maddox Manso 684/8
3/4,JDH Janos Manso 709,45,BrafordBBQ,BRC Dutton 376/8,46,323,Mr H Pride of Maddox Manso 684/8
D2,JDH Janos Manso 709,3,BrafordBBQ,BRC Dutton 376/8,62,239,VL Rojo Whiskey 1/48
825/4,VL Rojo Whiskey 1/48,56,BrafordBBQ,BRC Dutton 376/8,80,323,Mr H Pride of Maddox Manso 684/8
2/4,Mr H Pride of Maddox Manso 684/8,39,BrafordBBQ,BRC Dutton 376/8,60,984,VL Rojo Whiskey 1/48
825/4,JDH Janos Manso 709,69,BrafordBBQ,JDH Janos Manso 709,7,262,VL Rojo Whiskey 1/48
825/4,Mr H Pride of Maddox Manso 684/8,73,BrafordBBQ,BRC Dutton 376/8,55,262,Mr H Pride of Maddox Manso 684/8
2/4,Mr H Pride of Maddox Manso 684/8,89,BrafordBBQ,BRC Dutton 376/8,69,195,VL Rojo Whiskey 1/48
602,Mr H Pride of Maddox Manso 684/8,79,BrafordBBQ,JDH Janos Manso 709,38,195,VL Rojo Whiskey 1/48
D2,BRC Dutton 376/8,60,BrafordBBQ,BRC Dutton 376/8,97,31996,Mr H Pride of Maddox Manso 684/8
909,BRC Dutton 376/8,12,BrafordBBQ,BRC Dutton 376/8,80,262,Mr H Pride of Maddox Manso 684/8
BrafordBBQ,JDH Janos Manso 709,47,BrafordBBQ,JDH Janos Manso 709,93,222,Mr H Pride of Maddox Manso 684/8
D2,VL Rojo Whiskey 1/48,44,BrafordBBQ,BRC Dutton 376/8,93,268,Mr H Pride of Maddox Manso 684/8
D2,Mr H Pride of Maddox Manso 684/8,83,BrafordBBQ,JDH Janos Manso 709,6,32115,Mr H Pride of Maddox Manso 684/8
04-04,BRC Dutton 376/8,36,BrafordBBQ,JDH Janos Manso 709,95,187,VL Rojo Whiskey 1/48
04-04,JDH Janos Manso 709,88,BrafordBBQ,BRC Dutton 376/8,21,984,VL Rojo Whiskey 1/48
825/4,BRC Dutton 376/8,21,BrafordBBQ,BRC Dutton 376/8,49,323,Mr H Pride of Maddox Manso 684/8
909,BRC Dutton 376/8,46,BrafordBBQ,JDH Janos Manso 709,98,262,Mr H Pride of Maddox Manso 684/8
984,JDH Janos Manso 709,76,BrafordBBQ,JDH Janos Manso 709,36,991,VL Rojo Whiskey 1/48
602,JDH Janos Manso 709,72,BrafordBBQ,JDH Janos Manso 709,37,76,VL Rojo Whiskey 1/48
04-04,BRC Dutton 376/8,47,BrafordBBQ,JDH Janos Manso 709,31,239,VL Rojo Whiskey 1/48
D2,VL Rojo Whiskey 1/48,19,BrafordBBQ,JDH Janos Manso 709,3,342,VL Rojo Whiskey 1/48
909,Mr H Pride of Maddox Manso 684/8,36,BrafordBBQ,BRC Dutton 376/8,62,31518,VL Rojo Whiskey 1/48
984,BRC Dutton 376/8,36,BrafordBBQ,JDH Janos Manso 709,59,187,Mr H Pride of Maddox Manso 684/8
2/4,Mr H Pride of Maddox Manso 684/8,83,BrafordBBQ,JDH Janos Manso 709,83,222,Mr H Pride of Maddox Manso 684/8
825/4,BRC Dutton 376/8,76,BrafordBBQ,JDH Janos Manso 709,26,31518,Mr H Pride of Maddox Manso 684/8
04-04,BRC Dutton 376/8,54,BrafordBBQ,JDH Janos Manso 709,61,342,Mr H Pride of Maddox Manso 684/8
3/4,Mr H Pride of Maddox Manso 684/8,16,BrafordBBQ,JDH Janos Manso 709,8,31947,VL Rojo Whiskey 1/48
909,VL Rojo Whiskey 1/48,33,BrafordBBQ,BRC Dutton 376/8,77,984,Mr H Pride of Maddox Manso 684/8
D2,VL Rojo Whiskey 1/48,1,BrafordBBQ,JDH Janos Manso 709,87,323,Mr H Pride of Maddox Manso 684/8
825/4,JDH Janos Manso 709,32,BrafordBBQ,BRC Dutton 376/8,24,166,VL Rojo Whiskey 1/48
991,JDH Janos Manso 709,68,BrafordBBQ,JDH Janos Manso 709,39,32115,VL Rojo Whiskey 1/48
825/4,VL Rojo Whiskey 1/48,4,BrafordBBQ,BRC Dutton 376/8,60,3/4,VL Rojo Whiskey 1/48
BrafordBBQ,JDH Janos Manso 709,21,BrafordBBQ,JDH Janos Manso 709,52,323,VL Rojo Whiskey 1/48
602,Mr H Pride of Maddox Manso 684/8,35,BrafordBBQ,BRC Dutton 376/8,80,31996,Mr H Pride of Maddox Manso 684/8
D2,BRC Dutton 376/8,25,BrafordBBQ,BRC Dutton 376/8,42,215,Mr H Pride of Maddox Manso 684/8
909,BRC Dutton 376/8,19,BrafordBBQ,JDH Janos Manso 709,33,32115,Mr H Pride of Maddox Manso 684/8
602,VL Rojo Whiskey 1/48,72,BrafordBBQ,BRC Dutton 376/8,75,76,VL Rojo Whiskey 1/48
991,BRC Dutton 376/8,84,BrafordBBQ,JDH Janos Manso 709,65,215,VL Rojo Whiskey 1/48
984,JDH Janos Manso 709,77,BrafordBBQ,BRC Dutton 376/8,87,166,Mr H Pride of Maddox Manso 684/8
2/4,BRC Dutton 376/8,63,BrafordBBQ,JDH Janos Manso 709,36,76,VL Rojo Whiskey 1/48
3/4,JDH Janos Manso 709,70,BrafordBBQ,BRC Dutton 376/8,38,187,VL Rojo Whiskey 1/48
3/4,VL Rojo Whiskey 1/48,20,BrafordBBQ,JDH Janos Manso 709,75,984,VL Rojo Whiskey 1/48
3/4,BRC Dutton 376/8,99,BrafordBBQ,JDH Janos Manso 709,6,215,Mr H Pride of Maddox Manso 684/8
BrafordBBQ,Mr H Pride of Maddox Manso 684/8,68,BrafordBBQ,BRC Dutton 376/8,31,342,VL Rojo Whiskey 1/48
602,Mr H Pride of Maddox Manso 684/8,39,BrafordBBQ,BRC Dutton 376/8,12,222,Mr H Pride of Maddox Manso 684/8
3/4,JDH Janos Manso 709,39,BrafordBBQ,BRC Dutton 376/8,55,3/4,Mr H Pride of Maddox Manso 684/8
602,JDH Janos Manso 709,2,BrafordBBQ,JDH Janos Manso 709,18,268,Mr H Pride of Maddox Manso 684/8
D2,VL Rojo Whiskey 1/48,19,BrafordBBQ,BRC Dutton 376/8,27,195,Mr H Pride of Maddox Manso 684/8
3/4,JDH Janos Manso 709,6,BrafordBBQ,JDH Janos Manso 709,67,342,VL Rojo Whiskey 1/48
984,VL Rojo Whiskey 1/48,22,BrafordBBQ,BRC Dutton 376/8,37,61,Mr H Pride of Maddox Manso 684/8
984,JDH Janos Manso 709,38,BrafordBBQ,JDH Janos Manso 709,52,31518,VL Rojo Whiskey 1/48
2/4,JDH Janos Manso 709,9,BrafordBBQ,JDH Janos Manso 709,29,166,VL Rojo Whiskey 1/48
984,JDH Janos Manso 709,87,BrafordBBQ,JDH Janos Manso 709,16,62,VL Rojo Whiskey 1/48
3/4,Mr H Pride of Maddox Manso 684/8,86,BrafordBBQ,BRC Dutton 376/8,81,61,VL Rojo Whiskey 1/48
602,VL Rojo Whiskey 1/48,65,BrafordBBQ,BRC Dutton 376/8,91,31499,VL Rojo Whiskey 1/48
2/4,BRC Dutton 376/8,64,BrafordBBQ,JDH Janos Manso 709,80,268,Mr H Pride of Maddox Manso 684/8
2/4,JDH Janos Manso 709,20,BrafordBBQ,BRC Dutton 376/8,90,32115,VL Rojo Whiskey 1/48
909,JDH Janos Manso 709,33,BrafordBBQ,JDH Janos Manso 709,76,323,Mr H Pride of Maddox Manso 684/8
BrafordBBQ,Mr H Pride of Maddox Manso 684/8,69,BrafordBBQ,JDH Janos Manso 709,69,187,VL Rojo Whiskey 1/48
BrafordBBQ,Mr H Pride of Maddox Manso 684/8,85,BrafordBBQ,BRC Dutton 376/8,47,166,VL Rojo Whiskey 1/48
984,JDH Janos Manso 709,5,BrafordBBQ,BRC Dutton 376/8,55,222,Mr H Pride of Maddox Manso 684/8
909,Mr H Pride of Maddox Manso 684/8,33,BrafordBBQ,BRC Dutton 376/8,34,222,Mr H Pride of Maddox Manso 684/8
D2,JDH Janos Manso 709,55,BrafordBBQ,BRC Dutton 376/8,15,61,VL Rojo Whiskey 1/48
