Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7
12,12/12/2025,300,Prepared For,34,17-Jan-2026,JDH Janos Manso 709,DIP
1,11/14/2025,229,Angus,827,Grey Brahman,Reconquista 413 Eterno GC Bartolome,114
13,10/27/2025,182,CONFIRMED IVF PREGNANCY REPORT,04-08,Grey Brahman,SIRE Name,68
10,Angus,31291,1st PC Result,29M,Grey Brahman,MR H AUBURN ROJO 706,DIP
5,ET Date,32159,Grey Brahman,609/9,Donor Breed,Reconquista 413 Eterno GC Bartolome,DIP
1,Grey Brahman,3/14,Red Brahman,Donor,Grey Brahman,SIRE Name,63
28,Grey Brahman,31291,This report documents confirmed pregnancies resulting from the bovine IVF and embryo transfer program executed by DayZee Farms (Pvt.) Ltd. All pregnancies listed in this report have been confirmed via ultrasound examination at the recorded DIP.,649/9,Red Brahman,SIRE Name,144
Sr. No,Beef Master,174,CONFIRMED IVF PREGNANCY REPORT,257,Beef Master,JDH Janos Manso 709,115
9,9/27/2025,31828,Prepared On,8,AQ Cattle,MR H AUBURN ROJO 706,68
29,Beef Master,219,Pregnant,609/9,Grey Brahman,BRC MR. JUMANJI 67,68
Sr. No,9/27/2025,32171,Grey Brahman,34,Angus,SIRE Name,144
2. This report serves as official delivery confirmation for the client’s IVF order.,Grey Brahman,320,1st PC Result,29M,17-Jan-2026,BRC MR. JUMANJI 67,DIP
13,Total,Recipient ID,Angus,23,17-Jan-2026,BRC MR. JUMANJI 67,DIP
2. This report serves as official delivery confirmation for the client’s IVF order.,Red Brahman,307,This report documents confirmed pregnancies resulting from the bovine IVF and embryo transfer program executed by DayZee Farms (Pvt.) Ltd. All pregnancies listed in this report have been confirmed via ultrasound examination at the recorded DIP.,909,17-Jan-2026,SIRE Name,96
17,9/27/2025,354,DAM,612,Red Brahman,Reconquista 413 Eterno GC Bartolome,114
13,11/14/2025,174,Prepared On,23,Beef Master,BRC MR. JUMANJI 67,68
3,12/17/2025,6/20,Prepared For,609/9,17-Jan-2026,JDH Janos Manso 709,96
14,SIRE,08-31,This report documents confirmed pregnancies resulting from the bovine IVF and embryo transfer program executed by DayZee Farms (Pvt.) Ltd. All pregnancies listed in this report have been confirmed via ultrasound examination at the recorded DIP.,909,Angus,SIRE Name,144
19,SIRE,31828,CONFIRMED IVF PREGNANCY REPORT,2,Grey Brahman,MR H AUBURN ROJO 706,DIP
25,Beef Master,229,Grey Brahman,204,Grey Brahman,Reconquista 413 Eterno GC Bartolome,63
7,12/17/2025,354,Grey Brahman,820/4,AQ Cattle,BRC Dutton 376/8,68
7,SIRE,173,CONFIRMED IVF PREGNANCY REPORT,34,AQ Cattle,BRC Dutton 376/8,96
29,9/27/2025,3/30,Grey Brahman,2/4,Donor Breed,MR H AUBURN ROJO 706,96
24,10/26/2025,32171,Prepared On,34,Angus,BRC Dutton 376/8,114
31,11/3/2025,08-31,CONFIRMED IVF PREGNANCY REPORT,609/9,AQ Cattle,JDH Janos Manso 709,114
19,12/17/2025,3/5,Pregnant,909,Donor Breed,Reconquista 413 Eterno GC Bartolome,96
6,Summary ,08-31,Prepared On,204,AQ Cattle,Reconquista 413 Eterno GC Bartolome,107
3,SIRE,Recipient ID,Prepared On,649/9,AQ Cattle,MR H AUBURN ROJO 706,96
16,Total,DZ 81,Red Brahman,204,Grey Brahman,BRC MR. JUMANJI 67,96
Notes:,11/14/2025,354,CONFIRMED IVF PREGNANCY REPORT,402,Donor Breed,BRC Dutton 376/8,115
30,SIRE,3/5,Red Brahman,Donor,Beef Master,JDH Janos Manso 709,68
1,11/14/2025,31291,This report documents confirmed pregnancies resulting from the bovine IVF and embryo transfer program executed by DayZee Farms (Pvt.) Ltd. All pregnancies listed in this report have been confirmed via ultrasound examination at the recorded DIP.,827,AQ Cattle,Reconquista 413 Eterno GC Bartolome,96
20,Summary ,31828,DAM,204,AQ Cattle,BRC MR. JUMANJI 67,DIP
33,11/3/2025,2/22,CONFIRMED IVF PREGNANCY REPORT,04-08,Donor Breed,Reconquista 413 Eterno GC Bartolome,63
17,Red Brahman,31828,1st PC Result,23,Grey Brahman,JDH Janos Manso 709,DIP
33,Total,243,Angus,Units,AQ Cattle,MR H AUBURN ROJO 706,115
29,Grey Brahman,32171,Angus,649,Grey Brahman,BRC Dutton 376/8,96
"3. Any further monitoring, calving guarantees, or post-confirmation services are governed by the agreed commercial terms.",Summary ,97,DAM,820/4,17-Jan-2026,SIRE Name,114
4,Beef Master,31828,1st PC Result,8,Donor Breed,JDH Janos Manso 709,115
27,Beef Master,320,Red Brahman,04-08,Red Brahman,Reconquista 413 Eterno GC Bartolome,144
4,11/14/2025,97,Prepared On,2,AQ Cattle,MR H AUBURN ROJO 706,63
26,SIRE,3/8,Grey Brahman,827,17-Jan-2026,SIRE Name,115
3,12/17/2025,3/30,Prepared On,827,AQ Cattle,SIRE Name,96
31,ET Date,354,CONFIRMED IVF PREGNANCY REPORT,1,17-Jan-2026,BRC MR. JUMANJI 67,68
16,ET Date,32171,Grey Brahman,827,Grey Brahman,Reconquista 413 Eterno GC Bartolome,115
30,Summary ,185,Angus,827,17-Jan-2026,MR H AUBURN ROJO 706,63
Notes:,ET Date,301,Red Brahman,402,17-Jan-2026,MR H AUBURN ROJO 706,144
20,12/12/2025,2/22,Red Brahman,649,Beef Master,SIRE Name,114
34,12/12/2025,362,Angus,1,Beef Master,SIRE Name,96
27,Summary ,173,Pregnant,820/4,Angus,BRC MR. JUMANJI 67,115
6,11/3/2025,Recipient ID,This report documents confirmed pregnancies resulting from the bovine IVF and embryo transfer program executed by DayZee Farms (Pvt.) Ltd. All pregnancies listed in this report have been confirmed via ultrasound examination at the recorded DIP.,204,Angus,SIRE Name,114
"1. Dam, sire, recipient tag ID, and embryo transfer dates are accurately documented for genetic traceability and commercial validation.",12/17/2025,31724,Red Brahman,649/9,Grey Brahman,Reconquista 413 Eterno GC Bartolome,107
31,Grey Brahman,32159,1st PC Result,909,Red Brahman,BRC Dutton 376/8,96
33,Angus,354,Grey Brahman,Donor,17-Jan-2026,MR H AUBURN ROJO 706,68
Notes:,ET Date,Recipient ID,Prepared On,2/4,17-Jan-2026,MR H AUBURN ROJO 706,68
8,Beef Master,250,Beef Master,04-08,17-Jan-2026,BRC Dutton 376/8,63
27,Angus,198,DAM,257,Grey Brahman,SIRE Name,63
32,Beef Master,32145,This report documents confirmed pregnancies resulting from the bovine IVF and embryo transfer program executed by DayZee Farms (Pvt.) Ltd. All pregnancies listed in this report have been confirmed via ultrasound examination at the recorded DIP.,2/4,AQ Cattle,MR H AUBURN ROJO 706,114
21,Beef Master,6/20,Pregnant,257,Donor Breed,BRC MR. JUMANJI 67,63
22,Grey Brahman,243,Beef Master,257,Angus,JDH Janos Manso 709,96
29,9/27/2025,08-31,1st PC Result,402,Angus,MR H AUBURN ROJO 706,115
5,11/14/2025,300,Red Brahman,2,Donor Breed,SIRE Name,114
1,Red Brahman,Recipient ID,This report documents confirmed pregnancies resulting from the bovine IVF and embryo transfer program executed by DayZee Farms (Pvt.) Ltd. All pregnancies listed in this report have been confirmed via ultrasound examination at the recorded DIP.,23035,Beef Master,MR H AUBURN ROJO 706,144
2. This report serves as official delivery confirmation for the client’s IVF order.,Total,354,Angus,Donor,Beef Master,JDH Janos Manso 709,144
11,10/26/2025,320,Red Brahman,23035,Red Brahman,SIRE Name,114
18,Angus,320,Beef Master,2,Donor Breed,MR H AUBURN ROJO 706,114
32,Total,300,This report documents confirmed pregnancies resulting from the bovine IVF and embryo transfer program executed by DayZee Farms (Pvt.) Ltd. All pregnancies listed in this report have been confirmed via ultrasound examination at the recorded DIP.,204,AQ Cattle,MR H AUBURN ROJO 706,63
27,SIRE,3/8,CONFIRMED IVF PREGNANCY REPORT,909,Beef Master,SIRE Name,63
13,10/27/2025,6/20,Pregnant,608,Angus,BRC Dutton 376/8,96
1,12/17/2025,32145,Angus,609/9,Grey Brahman,SIRE Name,96
4,Beef Master,320,Beef Master,29M,AQ Cattle,MR H AUBURN ROJO 706,68
10,Summary ,320,1st PC Result,2/4,17-Jan-2026,SIRE Name,114
28,9/27/2025,301,This report documents confirmed pregnancies resulting from the bovine IVF and embryo transfer program executed by DayZee Farms (Pvt.) Ltd. All pregnancies listed in this report have been confirmed via ultrasound examination at the recorded DIP.,609,Donor Breed,BRC MR. JUMANJI 67,DIP
30,Summary ,190,Beef Master,2/4,AQ Cattle,MR H AUBURN ROJO 706,144
11,10/27/2025,10-12,Prepared For,04-08,Donor Breed,SIRE Name,115
17,12/17/2025,32145,Pregnant,608,AQ Cattle,JDH Janos Manso 709,114
16,Total,10-12,Pregnant,204,Beef Master,BRC Dutton 376/8,114
26,Total,190,1st PC Result,609,Donor Breed,Reconquista 413 Eterno GC Bartolome,68
31,SIRE,08-28,Grey Brahman,402,Grey Brahman,MR H AUBURN ROJO 706,63
8,10/26/2025,174,Pregnant,2,Red Brahman,BRC MR. JUMANJI 67,115
32,10/26/2025,31874,Pregnant,612,Red Brahman,SIRE Name,114
1,ET Date,3/14,1st PC Result,609,AQ Cattle,JDH Janos Manso 709,115
23,12/17/2025,97,Prepared On,827,17-Jan-2026,SIRE Name,115
4,12/17/2025,301,Grey Brahman,2,17-Jan-2026,MR H AUBURN ROJO 706,115
4,12/17/2025,32145,Prepared On,23,Grey Brahman,JDH Janos Manso 709,107
6,Grey Brahman,185,Prepared On,612,Angus,BRC MR. JUMANJI 67,114
13,10/27/2025,32171,1st PC Result,609,Grey Brahman,Reconquista 413 Eterno GC Bartolome,107
9,Angus,31291,Angus,2/4,Donor Breed,BRC Dutton 376/8,115
20,SIRE,185,Prepared For,34,Donor Breed,BRC Dutton 376/8,114
11,10/27/2025,10-12,Angus,649/9,Angus,MR H AUBURN ROJO 706,DIP
13,12/12/2025,190,Grey Brahman,827,Grey Brahman,MR H AUBURN ROJO 706,63
29,Red Brahman,229,Angus,609/9,Red Brahman,SIRE Name,63
9,Total,3/5,Grey Brahman,649/9,Red Brahman,SIRE Name,144
"1. Dam, sire, recipient tag ID, and embryo transfer dates are accurately documented for genetic traceability and commercial validation.",SIRE,320,1st PC Result,608,Grey Brahman,SIRE Name,DIP
33,Red Brahman,97,Beef Master,909,Red Brahman,MR H AUBURN ROJO 706,63
32,9/27/2025,08-31,1st PC Result,609/9,Grey Brahman,BRC MR. JUMANJI 67,63
30,Summary ,3/30,Prepared On,609,17-Jan-2026,JDH Janos Manso 709,107
"3. Any further monitoring, calving guarantees, or post-confirmation services are governed by the agreed commercial terms.",ET Date,185,Red Brahman,1,Grey Brahman,BRC MR. JUMANJI 67,107
34,10/27/2025,3/30,Beef Master,2,AQ Cattle,BRC MR. JUMANJI 67,96
3,Summary ,Recipient ID,This report documents confirmed pregnancies resulting from the bovine IVF and embryo transfer program executed by DayZee Farms (Pvt.) Ltd. All pregnancies listed in this report have been confirmed via ultrasound examination at the recorded DIP.,34,Donor Breed,BRC Dutton 376/8,DIP
1,10/26/2025,219,Prepared On,649/9,Beef Master,BRC Dutton 376/8,DIP
"1. Dam, sire, recipient tag ID, and embryo transfer dates are accurately documented for genetic traceability and commercial validation.",Summary ,354,Beef Master,402,Donor Breed,BRC MR. JUMANJI 67,144
19,12/12/2025,250,This report documents confirmed pregnancies resulting from the bovine IVF and embryo transfer program executed by DayZee Farms (Pvt.) Ltd. All pregnancies listed in this report have been confirmed via ultrasound examination at the recorded DIP.,609/9,Grey Brahman,BRC Dutton 376/8,114
32,11/3/2025,32159,Prepared On,649,Donor Breed,MR H AUBURN ROJO 706,115
26,Red Brahman,320,Prepared For,909,AQ Cattle,BRC MR. JUMANJI 67,115
17,Grey Brahman,31874,DAM,Units,Red Brahman,BRC MR. JUMANJI 67,114
5,ET Date,174,Beef Master,23035,Beef Master,BRC MR. JUMANJI 67,114
28,9/27/2025,219,Pregnant,1,Donor Breed,JDH Janos Manso 709,96
27,Grey Brahman,3/5,Angus,609/9,17-Jan-2026,MR H AUBURN ROJO 706,115
17,ET Date,300,Red Brahman,612,AQ Cattle,SIRE Name,107
28,11/14/2025,173,Red Brahman,8,17-Jan-2026,BRC Dutton 376/8,144
30,Summary ,DZ 81,Pregnant,609/9,Beef Master,Reconquista 413 Eterno GC Bartolome,115
12,11/3/2025,185,Angus,649,AQ Cattle,Reconquista 413 Eterno GC Bartolome,144
14,12/12/2025,190,1st PC Result,649/9,Donor Breed,MR H AUBURN ROJO 706,DIP
32,Total,301,DAM,204,Donor Breed,BRC Dutton 376/8,107
28,11/14/2025,229,Angus,34,Red Brahman,BRC MR. JUMANJI 67,115
"1. Dam, sire, recipient tag ID, and embryo transfer dates are accurately documented for genetic traceability and commercial validation.",11/3/2025,174,Grey Brahman,23,AQ Cattle,BRC MR. JUMANJI 67,63
Notes:,SIRE,97,Prepared On,402,Grey Brahman,Reconquista 413 Eterno GC Bartolome,114
4,12/12/2025,32159,DAM,609/9,17-Jan-2026,MR H AUBURN ROJO 706,96
33,9/27/2025,2/22,Red Brahman,609/9,Grey Brahman,MR H AUBURN ROJO 706,96
Notes:,Grey Brahman,DZ 81,This report documents confirmed pregnancies resulting from the bovine IVF and embryo transfer program executed by DayZee Farms (Pvt.) Ltd. All pregnancies listed in this report have been confirmed via ultrasound examination at the recorded DIP.,909,AQ Cattle,Reconquista 413 Eterno GC Bartolome,DIP
13,Red Brahman,10-12,CONFIRMED IVF PREGNANCY REPORT,34,Donor Breed,MR H AUBURN ROJO 706,107
19,9/27/2025,31828,Red Brahman,04-08,Donor Breed,Reconquista 413 Eterno GC Bartolome,DIP
30,10/27/2025,362,Grey Brahman,909,Red Brahman,BRC MR. JUMANJI 67,96
Sr. No,Red Brahman,32145,Grey Brahman,Units,Beef Master,SIRE Name,115
13,10/26/2025,190,Prepared For,612,Donor Breed,Reconquista 413 Eterno GC Bartolome,144
"1. Dam, sire, recipient tag ID, and embryo transfer dates are accurately documented for genetic traceability and commercial validation.",11/3/2025,32171,1st PC Result,23035,Beef Master,SIRE Name,DIP
9,12/12/2025,08-31,Red Brahman,2,Grey Brahman,MR H AUBURN ROJO 706,114
20,12/17/2025,31874,Angus,827,Beef Master,BRC Dutton 376/8,68
Notes:,11/14/2025,243,1st PC Result,649/9,AQ Cattle,Reconquista 413 Eterno GC Bartolome,107
6,Red Brahman,08-31,Pregnant,34,Angus,MR H AUBURN ROJO 706,144
34,SIRE,354,Red Brahman,29M,Grey Brahman,BRC Dutton 376/8,DIP
6,Total,301,DAM,Units,Red Brahman,BRC MR. JUMANJI 67,DIP
1,12/17/2025,32171,Beef Master,Donor,Angus,JDH Janos Manso 709,107
13,ET Date,31874,Red Brahman,23,Donor Breed,Reconquista 413 Eterno GC Bartolome,68
20,SIRE,97,DAM,827,Angus,BRC Dutton 376/8,144
"1. Dam, sire, recipient tag ID, and embryo transfer dates are accurately documented for genetic traceability and commercial validation.",Total,31291,Angus,34,AQ Cattle,BRC MR. JUMANJI 67,144
17,Grey Brahman,32145,Grey Brahman,204,Grey Brahman,SIRE Name,144
32,11/3/2025,173,Grey Brahman,827,Angus,BRC Dutton 376/8,144
18,Grey Brahman,97,Prepared On,402,17-Jan-2026,BRC Dutton 376/8,DIP
33,Grey Brahman,31724,Grey Brahman,827,Donor Breed,MR H AUBURN ROJO 706,68
28,9/27/2025,320,Grey Brahman,8,Beef Master,Reconquista 413 Eterno GC Bartolome,96
3,10/27/2025,08-31,Beef Master,Donor,Angus,SIRE Name,68
15,Angus,362,Grey Brahman,909,Angus,JDH Janos Manso 709,144
10,SIRE,97,Pregnant,1,AQ Cattle,BRC Dutton 376/8,63
Sr. No,Red Brahman,32145,Prepared For,909,Angus,SIRE Name,114
12,Grey Brahman,229,Angus,23,Beef Master,JDH Janos Manso 709,63
8,9/27/2025,219,Beef Master,2,Beef Master,MR H AUBURN ROJO 706,68
15,11/3/2025,354,Red Brahman,820/4,AQ Cattle,JDH Janos Manso 709,DIP
2. This report serves as official delivery confirmation for the client’s IVF order.,SIRE,08-28,Pregnant,612,Beef Master,MR H AUBURN ROJO 706,144
34,12/17/2025,3/14,DAM,204,17-Jan-2026,JDH Janos Manso 709,68
9,Grey Brahman,174,CONFIRMED IVF PREGNANCY REPORT,608,AQ Cattle,JDH Janos Manso 709,115
Sr. No,Total,10-12,Beef Master,Units,Red Brahman,SIRE Name,144
2,Grey Brahman,190,Red Brahman,257,17-Jan-2026,Reconquista 413 Eterno GC Bartolome,107
27,Angus,DZ 81,Beef Master,909,Beef Master,BRC MR. JUMANJI 67,107
6,Red Brahman,320,1st PC Result,Units,17-Jan-2026,BRC Dutton 376/8,144
3,11/14/2025,31291,Pregnant,827,Grey Brahman,MR H AUBURN ROJO 706,DIP
6,Angus,08-28,DAM,Units,Red Brahman,JDH Janos Manso 709,115
19,Red Brahman,190,This report documents confirmed pregnancies resulting from the bovine IVF and embryo transfer program executed by DayZee Farms (Pvt.) Ltd. All pregnancies listed in this report have been confirmed via ultrasound examination at the recorded DIP.,649/9,Grey Brahman,JDH Janos Manso 709,107
31,Red Brahman,31724,Red Brahman,649/9,Grey Brahman,BRC MR. JUMANJI 67,107
3,10/26/2025,243,Angus,608,Red Brahman,BRC Dutton 376/8,114
26,ET Date,250,CONFIRMED IVF PREGNANCY REPORT,827,Grey Brahman,BRC Dutton 376/8,DIP
28,9/27/2025,182,This report documents confirmed pregnancies resulting from the bovine IVF and embryo transfer program executed by DayZee Farms (Pvt.) Ltd. All pregnancies listed in this report have been confirmed via ultrasound examination at the recorded DIP.,2/4,17-Jan-2026,BRC MR. JUMANJI 67,144
7,11/3/2025,198,CONFIRMED IVF PREGNANCY REPORT,257,Donor Breed,Reconquista 413 Eterno GC Bartolome,107
24,Beef Master,173,Prepared On,909,Red Brahman,Reconquista 413 Eterno GC Bartolome,144
27,Red Brahman,Recipient ID,Grey Brahman,Donor,Grey Brahman,Reconquista 413 Eterno GC Bartolome,115
21,Angus,301,Grey Brahman,649,Grey Brahman,MR H AUBURN ROJO 706,68
17,9/27/2025,Recipient ID,CONFIRMED IVF PREGNANCY REPORT,402,Angus,BRC MR. JUMANJI 67,96
8,SIRE,Recipient ID,Grey Brahman,23,AQ Cattle,MR H AUBURN ROJO 706,DIP
30,Total,185,Beef Master,Units,Red Brahman,BRC Dutton 376/8,144
2,Summary ,08-28,This report documents confirmed pregnancies resulting from the bovine IVF and embryo transfer program executed by DayZee Farms (Pvt.) Ltd. All pregnancies listed in this report have been confirmed via ultrasound examination at the recorded DIP.,Units,17-Jan-2026,MR H AUBURN ROJO 706,63
16,11/3/2025,3/8,Prepared On,649,AQ Cattle,BRC MR. JUMANJI 67,68
"3. Any further monitoring, calving guarantees, or post-confirmation services are governed by the agreed commercial terms.",Angus,362,Prepared On,820/4,Donor Breed,BRC MR. JUMANJI 67,DIP
7,ET Date,354,Prepared On,Units,Beef Master,JDH Janos Manso 709,63
15,12/17/2025,243,Pregnant,1,Red Brahman,Reconquista 413 Eterno GC Bartolome,68
33,12/12/2025,3/30,DAM,649/9,Red Brahman,JDH Janos Manso 709,114
27,Summary ,3/14,Prepared On,23035,AQ Cattle,JDH Janos Manso 709,115
5,Red Brahman,32159,Pregnant,827,Grey Brahman,BRC Dutton 376/8,68
6,Angus,Recipient ID,Prepared For,609/9,AQ Cattle,JDH Janos Manso 709,63
19,Total,6/20,CONFIRMED IVF PREGNANCY REPORT,Donor,Donor Breed,BRC MR. JUMANJI 67,115
28,ET Date,2/22,Pregnant,612,AQ Cattle,BRC Dutton 376/8,63
2. This report serves as official delivery confirmation for the client’s IVF order.,Beef Master,300,DAM,402,Angus,MR H AUBURN ROJO 706,114
20,Summary ,243,Red Brahman,402,AQ Cattle,Reconquista 413 Eterno GC Bartolome,115
"3. Any further monitoring, calving guarantees, or post-confirmation services are governed by the agreed commercial terms.",12/17/2025,3/14,Pregnant,609,Grey Brahman,SIRE Name,DIP
Notes:,Total,320,Red Brahman,2,Beef Master,BRC MR. JUMANJI 67,107
9,Summary ,DZ 81,Grey Brahman,2,Grey Brahman,Reconquista 413 Eterno GC Bartolome,114
20,ET Date,10-12,Grey Brahman,820/4,17-Jan-2026,BRC MR. JUMANJI 67,96
24,11/14/2025,6/20,Prepared On,23,Angus,BRC Dutton 376/8,107
2,Grey Brahman,300,Beef Master,1,Donor Breed,BRC Dutton 376/8,63
31,Angus,185,Prepared For,257,17-Jan-2026,BRC MR. JUMANJI 67,115
24,Beef Master,10-12,Prepared For,04-08,Donor Breed,Reconquista 413 Eterno GC Bartolome,114
5,ET Date,31874,Prepared On,827,Red Brahman,MR H AUBURN ROJO 706,DIP
30,Angus,31874,Pregnant,820/4,Red Brahman,JDH Janos Manso 709,63
2,Total,3/8,Prepared On,402,17-Jan-2026,SIRE Name,144
16,12/17/2025,3/14,CONFIRMED IVF PREGNANCY REPORT,1,Donor Breed,SIRE Name,63
17,Red Brahman,08-31,Beef Master,820/4,17-Jan-2026,Reconquista 413 Eterno GC Bartolome,DIP
5,SIRE,08-28,DAM,2/4,Beef Master,BRC Dutton 376/8,DIP
15,10/27/2025,190,Pregnant,820/4,Red Brahman,BRC Dutton 376/8,144
28,9/27/2025,174,DAM,2/4,Beef Master,BRC MR. JUMANJI 67,107
19,Red Brahman,250,Beef Master,2/4,Donor Breed,Reconquista 413 Eterno GC Bartolome,107
29,11/3/2025,229,Pregnant,609/9,Beef Master,SIRE Name,107
2. This report serves as official delivery confirmation for the client’s IVF order.,ET Date,174,Pregnant,609/9,Angus,BRC MR. JUMANJI 67,107
7,Red Brahman,3/5,Angus,402,Angus,Reconquista 413 Eterno GC Bartolome,144
34,11/14/2025,300,Pregnant,23,Angus,JDH Janos Manso 709,107
34,12/12/2025,185,Prepared For,649/9,Donor Breed,BRC Dutton 376/8,68
13,10/27/2025,301,Prepared On,649,Donor Breed,JDH Janos Manso 709,107
32,9/27/2025,32171,CONFIRMED IVF PREGNANCY REPORT,649,AQ Cattle,BRC Dutton 376/8,96
1,12/17/2025,6/20,Pregnant,Donor,17-Jan-2026,MR H AUBURN ROJO 706,63
20,12/17/2025,6/20,Pregnant,34,Red Brahman,MR H AUBURN ROJO 706,115
29,Summary ,362,DAM,204,AQ Cattle,BRC MR. JUMANJI 67,107
26,12/12/2025,229,Grey Brahman,827,AQ Cattle,BRC Dutton 376/8,63
34,11/14/2025,6/20,Grey Brahman,Units,Angus,MR H AUBURN ROJO 706,63
3,SIRE,08-28,Grey Brahman,609,Grey Brahman,JDH Janos Manso 709,115
21,10/26/2025,3/14,This report documents confirmed pregnancies resulting from the bovine IVF and embryo transfer program executed by DayZee Farms (Pvt.) Ltd. All pregnancies listed in this report have been confirmed via ultrasound examination at the recorded DIP.,608,Grey Brahman,SIRE Name,115
13,12/17/2025,243,DAM,609/9,Red Brahman,BRC MR. JUMANJI 67,DIP
